postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on December 4, 2015",One person found this helpful,"I purchased 2 of these a few weeks ago and have enjoying the hell out of them ever since. The slim bezel was a big selling point for me. They look amazing side by side.-Pros--Unbeatable price/value for a full 1080P monitor.-Wonderful picture. LED lit makes images come to life.-Easily calibrated or adjusted.-Matte finish reduces any background light glare. Looks great with room lights on or off.-Lightweight (only 6 lbs).-Best response time out of any IPS panel display I've seen (only 4 ms)-Very sturdy base.-High viewing angles.-3 different input ports makes this a dream for compatibility.-No backlight bleeding(a common problem with some displays)-No assembly, the monitor just slides on to the base and clicks in place. I set up 2 of these in less than 5 minutes.-Packaged very well.-Includes VGA cable, which I though I was going to have to purchase separately.-Cons-Not VESA mount compatible. (I knew this before I bought them. Didn't have plans to mount them anyway.)I will be purchasing a 3rd to add to my workstation soon. (see picture)",5.0 out of 5 stars,Verified Purchase,Best display I've ever purchased,Charles Bradley Scott Jr.
"Reviewed in the United States on June 7, 2020",One person found this helpful,"Just received the monitor love the resolution and bright colors. I’m using the monitor as a second screen for online classes and it seems to work great. No issues so far. Would recommend.UPDATE 06/21/2020 DO NOT BUY THIS MONITOR IT WILL ONLY LAST FOR A MONTH. I turned on the monitor today and it was fine, it was working. Then I noticed that the screen had gone black sometime today when I wasn't working on the computer. Now it says that it can't find a signal and when you read the reviews where people gave it a 1, they are all talking about how the screen goes black. I have tried everything I can think of to get a signal. I'm not all that tech wise so I'm not sure what's wrong with it. I just know it was working fine for about a month. If you do buy this monitor. MAKE SURE YOU DON'T THROW AWAY THE BOX AND IT'S CONTENT in case you have to send it back. READ THE NEGATIVE REVIEW BEFORE BUYING.!!! Now I have to buy another monitor.",5.0 out of 5 stars,Verified Purchase,Vibrant colors,P Faison
"Reviewed in the United States on December 2, 2020",One person found this helpful,"I purchased two of these monitors on Black Friday and I’m very happy with them! They are a huge upgrade from my old, lower resolution Dell monitors and they were very easy to assemble and hook up to my Lenovo Thinkpad X1 Yoga. To connect them to my laptop, I had to purchase separately an HDMI cable and a VGA to USB-C converter, but there are many other variations you can try to be able to use two monitors at once.The only downsides are: 1) no USB inputs on the sides of the monitors (my old ones had 2 each so I had to purchase a USB multi-port USB adapter to have those extra usb inputs for my keyboard and other chargers), and 2) the monitor heights are not adjustable. I currently have mine propped up on stacks of books, but just ordered two “Simple Trending” risers to free up the space under the monitors.Overall, I’m very happy with the picture quality and brightness of the monitors and for $80 each, they are a great deal.",5.0 out of 5 stars,Verified Purchase,Great Monitors!,Jenna
"Reviewed in the United States on January 6, 2021",One person found this helpful,"This is a very good monitor for its price! I upgraded from a previous monitor that came with my Dell Inspiron that had Windows Vista LOL!. Very Old. Anyways my reason for upgrading:1) Using it as an external monitor for my macbook pro for college work.2) It connects to my xbox one s very nicely. Battlefield 1 and titan fall 2 looks awesome in this (in my opinion)BEFORE YOU BUY YOU MUST KNOW:1) the monitor does not tilt up or down.2) monitor does not rise in height and visa versa.3) the monitor does no rotateTo me this isn't a problem since my monitor is sitting on a monitor riser. However, if you are nit picky about this type of stuff, i recommend you look else where and compare!OVERALL THOUGHTS:1) set up is very easy! can be done in 5 minutes. Simply connect the circle base to the back of the monitor screen and you are done!Its a awesome monitor for its price!!",5.0 out of 5 stars,Verified Purchase,VERY GOOD MONITOR FOR ITS PRICE AND NO BACK LIGHT BLEEDING!!!!,Samial Ibrahim
"Reviewed in the United States on December 15, 2020",One person found this helpful,"Running a GeForce 1080 Ti and a Ryzen 7 3800X, this monitor shows pretty strong signs of motion blur. Panning left/right when there's a dark object against a light sky, shows multiple ghosts of the object, just like you'll see with high-persistence monitors. Turning on ""overdrive"" gives the objects white edge outlines, but doesn't really reduce the effect. This is not super surprising given that it's an IPS panel, but I had hoped with 75 Hz and overdrive (and the VRR from free-sync) it wouldn't be so noticeable. It's certainly not ""4 ms gray-to-gray"" in any meaningful way.Unfortunately, my wife gets motion sickness from this persistence when playing Overwatch, so I wouldn't call this a ""gaming monitor"" in the same class as real G-sync monitors.",3.0 out of 5 stars,Verified Purchase,Fairly blurry monitor -- wife gets motion sick,Jon E Watte
"Reviewed in the United States on January 13, 2020",2 people found this helpful,"It is a very clear compact budget monitor. great colors and brightness, all around very nice looking. Not the best refresh rate which I feel a lot of more people are going to start realizing is important as we see more and more people enter the digital age with tech exploding, masses of people starting to work from home, etc. But for a budget ultra thin light weight monitor, it's a fantastic monitor. and if you're into gaming you should know the refresh rate listed on this product is nowhere near what you need, although you still could use this if needed. I actually just keep it in the box and bring it on the road with me when heading out early during the week on vacations and such, sneak in a mornings worth of remote work if needed. yeah, still have to plug it in, but it's way nicer than my actual 'portable' monitor. the stand just clips and un-clips and you slide the monitor in, so it's only takes about 1-2 min to set up, and if you got some sort of proper carrying case for it, it would take less than a minute to set up.",5.0 out of 5 stars,Verified Purchase,Great budget Monitor,Andre Gide
"Reviewed in the United States on May 26, 2019",2 people found this helpful," [Edit: Please be aware that the photo and video were compressed upon upload. The picture is very sharp and colors are bright and accurate. Also be aware that the original photo was taken with my phone, producing miore patterns of red stripes which aren't really there. Anyway...]My application is for home video surveillance. I haven't had it long enough to know if there will be screen burn-in but the price is really good so if that happens some day it won't be a big hassle to replace it.I can't speak for gaming as the refresh rate may not be appropriate for that, although I've enjoyed games at this refresh rate so it might be great -- Find out elsewhere as I have no idea. Personally for gaming I'd use a bigger monitor but this is the right size for my needs.I'm using the VGA input because that's all my surveillance system has for output. I was worried the VGA input might not produce a good picture but was pleasantly surprised... it's really excellent. My photo doesn't do it justice. I've also attached short video where you can see squirrels running along my fence.I like that this monitor is light weight and very thin. And yes it DOES tilt on the stand, although it doesn't move up or down. Personally I will mount it to a wall. (Actually ""in"" the wall by cutting into the drywall, then adding a picture frame so it looks like part of the home.) The thin profile, light weight, and thin bezel will help the installation and produce a good-looking result.I also like that the power supply has a small brick, from which a thin low-voltage cord connects to the monitor.Good picture, great price, and a nice physical profile. I'm happy!",5.0 out of 5 stars,Verified Purchase,Great for video surveillance!,Bart
"Reviewed in the United States on October 10, 2019",3 people found this helpful,"I bought two monitors for my home office and almost immediately after the return date (missed by one week) one of the monitors had a bad pixel line right down the middle of the screen. Although the Amazon representative was absolutely great, Acer is not handling this well at all. This experience with Acer has me not wanting to buy electronics from Amazon because once you get a defective product, the sheer trouble of having to send a brand new item to a repair place means that I will have effectively paid full price about a month ago for a refurbished unit. If I had bought my two monitors at Costco or Bestbuy, I would have been able to return the one defective unit and walk out with a replacement. I would recommend that Amazon try to use its muscle to help customers return defective items during the warranty period. Sadly, I've had a pretty good experience with Acer until now. No offer to send a replacement thereby allowing me to use the same box to return the defective unit. Oh well.",1.0 out of 5 stars,Verified Purchase,One defective unit left a sour taste...,Big John
"Reviewed in the United States on August 15, 2019",One person found this helpful,"So, i am a gamer(with over 2000 hourse in cs go), i had my previous monitor for 7-8 years and it started flickering and stuff. So i started doing my research, of course at this price point i was not even expecting to get 75hz monitor, i saw this one, i thought ok, its 75hz but its going to have some other drawbacks, i read reviews, i sawYoutube videos and one of the most trustworthy Youtubers actually recommended this one for gaming when on budget. even though i could have afforded something more expensive than this, i was so curious to check this one out, so i bought this monitor and i had it for couple of days, difference between this monitor and normal 60hz monitors is SIGNIFICANT! I mean playing counter strike is just much more smoother and nicer. also it is really thin and has IPS panel, which is superior to TN panels, because of more accurate colors and viewing angles.So i realized that it is not only best monitor 100$ but its actually best under 150-200$I mean there are some TN monitors which cost 150-200$ and have 144HZ but you are going to be sacrificing IPS panel colours.Also keep in mind that going from 60hz to 75hz difference is bigger than going from 75hz to 144hz.",5.0 out of 5 stars,Verified Purchase,Best Monitor For under 200$,GEORGE
"Reviewed in the United States on July 12, 2020",One person found this helpful,"Oh my goodness! I have been using this monitor for around a couple months I would have to say. I have been loving this monitor. Great everything to be honest. Now, sadly if I wanted a second one I might have to upgrade the desk. I personally use mine for console gaming though, so I am not sure how it would operate with a PC.No controller of any sort included, however the monitor does have buttons on the bottom right. The very first one on the right is the power button (when I first got it, this was hard for me to figure out.) and the other buttons switch around a few things. Now for me it automatically detects my HDMI which is great and it also can have VGA cords connected (in fact it comes with a VGA cord).My only dissapointment is that it has no speakers (no audio) so you have to use a headset connected to either your console or PC whichever one you are using it for. If your using a Xbox One be careful, because that console is known for having headset audio issues. Works great with my PS4 though and it did with my Xbox One X as well.Disclaimer: My phone isn't the best with picture quality, so don't judge the monitors quality off of my picture haha.",5.0 out of 5 stars,Verified Purchase,Great Quality!,Jordan M
"Reviewed in the United States on January 25, 2020",One person found this helpful,"I was looking for a monitor to replace a smaller, older, 4x6 type display on a secondary PC. There are many 20""-21,5"" monitors to choose from so the choice wasn't easy. The type of connection ports available on the board also create limitations. I finally opted for this Acer. I considered a BenQ which I had purchased before, as well as HP, Asus Dell and other Acers. This Acer was priced right and came with the connectors I needed for hook-up. The display is pleasing and far superior to the monitor it replaced. Hard to compare to the BenQ which also has a decent display. My issue with the BenQ that was being offered at the time was that it was refurbished and I preferred to buy brand new. The Acer was also slightly less expensive. The PC is used for basic computing needs. No hi intensity games are play much on either PC so I don't have much feedback about that. This monitor fit the needs for what I purchased it for and so far am pleased with it.",5.0 out of 5 stars,Verified Purchase,Beautiful Display Monitor,Trauts
"Reviewed in the United States on June 2, 2020",One person found this helpful," I just bought two to set up a working from home working place. They picture quality is amazing, I am super happy. I thought they did not tilt, but they do. At first they are super difficult to tilt, but once you do it it for the first time, it becomes super easy to adjust, it is just the first time that takes some effort. I have included a video. I was installing them, so I didn't attached the base at the moment, but of course it tilts with the base on it as well, just showing where the mechanism is located.",5.0 out of 5 stars,Verified Purchase,Great monitors,Diego Barrantes
"Reviewed in the United States on March 7, 2020",2 people found this helpful,"The monitor is great. The image is bright and crispy clear. I don't use for gaming, so I cant say anything about speed, response time, etc.It is a very thin monitor and light, the monitor does tilt horizontally so you can adjust the angle of vision. The stand however does not move up or down, so it stays at a fixed height, but honestly, I don't miss that.However, my only pet peeve is that this is not a zero frame monitor, or you can say that the 'frame' is very tiny, but the image of the monitor does not reach the edge, so there is an actual visible frame in this monitor. Of course, it is much smaller than 'normal' monitors, but it is NOT zero.",4.0 out of 5 stars,Verified Purchase,Great monitor but not zero frame,Eduardo
"Reviewed in the United States on January 6, 2020",One person found this helpful,"I didn't expect to buy a monitor, but glad I went with this one. Originally I did not think it was adjustable, but it is. I saw on another review someone thought the same thing. It is just a really sleek design, once you play with it, you find how to adjust. It does very easily once you figure it out. Easy to put together. No drama. Love the brightness, and quality. It's beautiful to work on. I am a student and worked all last semester on my laptop, and do not know how I managed. I feel spoiled now. Although I did purchase this to be able to work remote from home...This will benefit my studies now that I have a duel screen. This one is very nice.",5.0 out of 5 stars,Verified Purchase,Very nice overall,Brandy
"Reviewed in the United States on August 12, 2020",One person found this helpful,"I bought these monitors to replace a pair that I have had for over 10 years. The picture quality was a huge improvement. I made the mistake of not checking to see if the monitors had VESA mounts, they don't.I seem to have issues with switching between computers with my KVM (GHT DVI KVM Switch 2 Port Support Dual Monitor). I am using Linux Mint as my OS. When I switch to my laptop running Windows 10 (connected to a universal docking station), the picture comes up. When I switch to my Linux computer, it takes forever for the image to come up & sometimes it doesn't recognize the video signal & I have to turn it off and on again to get it to come up. I have never had this problem before. I still need to try this with my laptop that runs Linux to see how that is affected.",3.0 out of 5 stars,Verified Purchase,KVM Issues,Nate
"Reviewed in the United States on August 28, 2019",One person found this helpful,"This little screen was purchased to use as a second screen at one our workstations. It's affordable and a good size, plus we like that it has a HDMI port for easy connectivity.The part I sort of don't like is the color balance on the display is not the same as the other Acer screen we use. It's fine for what we use it for; it's not for working on graphics or anything, but it is kind've annoying. I am sure if both the screens were the same model it wouldn't have been an issue, but I was hoping the screens would match a little closer since they're both from the same company.Overall though it's a good budget screen to use as an extra display when you want to run a dual monitor setup.",5.0 out of 5 stars,Verified Purchase,A Good Budget Second Screen,S. Wheeler
"Reviewed in the United States on October 30, 2020",3 people found this helpful,Great for the price. Only downside was that ours didn't tilt. But after reading a question someone said to loosen the hex bolt inside the stand. To do that we had to dis-assemble the entire stand (pictures shown of the screws we had to unscrew go reach the tilting mechanism.) Once we got to the spot we could not get the nut loose. We ended up holding the nut with pliers and using a hammer to make it tilt. That worked! Once it was all put back together it tilts fine. The nut was way too tight before hand that didn't allow it to tilt. But all is good now and we don't have to dis-assemble it to tilt it back! It's a great montior for the price wish it had speakers but we got some cheaper amazon ones that work great!,5.0 out of 5 stars,Verified Purchase,Great monitor but needed some adjusting to tilt,stacken
"Reviewed in the United States on January 1, 2020",One person found this helpful,I bought this for my wife's home office to be a second screen for her Macbook Pro. Have had no issues what so ever. I used a HDMI cable to link them and everything works great. No issues with ghosting or blacking out at random like others. I plan to use as a second screen for my streaming while I game on my new gaming rig that I have built.,5.0 out of 5 stars,Verified Purchase,Works great for what I wanted.,mchone14
"Reviewed in the United States on October 5, 2020",One person found this helpful,"I ordered these monitors for my home office. I received the monitors within two days of placing the order. I was surprised to see how nicely they were packed. Also, I was surprised, when I picked it out of the box, how light and slim the monitor was.Setting up the monitors was easy, especially as the instruction manual provided step-by-step instructions with pictures. I set it up with my docking station for my surface pro. It worked when I connected my surface in the docking station. It took only a couple of seconds to detect the connection and start displaying. As promised, the picture quality was great. I was also impressed with the viewing angle and brightness. Also it detects unplugging of the surface in few seconds and switches to power saving mode. I was so impressed that I even it to my colleagues.",5.0 out of 5 stars,Verified Purchase,Best Monitors i have used so far,kamal
"Reviewed in the United States on April 28, 2020",2 people found this helpful,"I was temporarily using a 32"" hdtv as my monitor but when I got a new desktop with a good graphics card, not only did the tv give an invalid format message, but it was clearly going to be inadequate. I was shopping between this one and a slightly larger ips monitor that was $20 more but went with this one and the 75 MHz. It absolutely does not disappoint.Some comments complained about the volume on the speakers. Mine didn't even come with speakers and I don't care because I have a much more potent speaker/subwoofer setup. I was totally fine that the monitor was just a monitor.It tilts. Others complain that it doesn't. It does.This is a fantastic monitor. When I realized I'd need to get a monitor, I figured I'd be shelling out 300+ for one, but this one more than fits the bill for now and is priced under $100",5.0 out of 5 stars,Verified Purchase,$90 is a steal for this monitor. It does not have speakers,Baron of Colier
"Reviewed in the United States on January 14, 2021",One person found this helpful,"My daughter plays a lot of games but she also does a lot of digital art so I needed a monitor that would do well at both. This monitor fit the bill. It has a fast enough response time that 99% of gamers would be fine with while also having a bright and colorful display. For the price range, this is a great monitor that will satisfy most users. If you are a professional artist or videophile, you would probably want something a bit more expensive than this one.",5.0 out of 5 stars,Verified Purchase,Affordable multi-purpose monitor,E. Summers
"Reviewed in the United States on August 11, 2020",6 people found this helpful,"I've now purchased three of these monitors and recommended them to others. I think it's a great deal. I originally purchased at the beginning of quarantine, so I could work from home, but also purchased for my niece and nephew for virtual classes this fall. The monitor is super thin and lightweight. It comes well packaged, and is easy to assemble. I know there was debate in other reviews about the tilt - it DOES tilt, it's just a little stiff. I don't know anything about what's needed in a monitor for gaming, but I've used it for graphic design and felt the picture quality, color, and brightness were excellent.",5.0 out of 5 stars,Verified Purchase,Great Value,A Hughes
"Reviewed in the United States on June 15, 2020",One person found this helpful,"These monitors are really good. The thin frame give you a large screen without the bulk, and picture quality is great. The only draw back I've found is the rear mounting connection. If you're going to keep this monitor on its stand, you'll be fine. However, if you plan on mounting this moitor on the wall or on a different stand, DO NOT BUY. The design of the mounting location seriously limits the types of mounts you can use, and requires the purchase of a 'conversion' bracket. This will really throw off your mounting plans and makes the monitors clumsy and awkward. I own two of these monitors, and although I really like them, I'm looking to replace them for monitors that more appropriately mount to my dual monitor wall mount. It's too bad they didn't just design them with the traditional 4-hole mounting plate on the back. But, to reiterate; they're great monitors, and if you're planning to use the desktop stand that comes with them, you'll like them.",4.0 out of 5 stars,Verified Purchase,"Great Monitor, but...",Dave Watson
"Reviewed in the United States on March 15, 2020",One person found this helpful,"When this monitor first arrived, the packaging was pristine and the monitor fit snugly in the packaging. The setup was extremely easy. The base and the neck of the base come detached from the screen, and they just slide together very easy with no tools required. When you turn it on, it autoscans to find what inputs you have plugged in. This feature can be turned off in the menu. The menu is simple to learn and easy to navigate. You can set the brightness, contrast, etc. manually, but there are also a number of preset profiles you can choose from. The screen can be made to be very bright if you like it that way, but if you're more comfortable with a more dim setting, it's easy to adjust. The color is very good too. The picture of the screen doesn't quite do the real-life experience justice, but the colors are captured very well. I have absolutely no complaints about this screen and will be buying 2 more next month. At $90, which is the price I bought this at, I really have no reason not to buy more. None of my friends believe me when I tell them the price of this screen, particularly after they've seen me gaming on it.",5.0 out of 5 stars,Verified Purchase,"Bright, user friendly, and affordable",King David Westerkov
"Reviewed in the United States on August 5, 2020",33 people found this helpful,Okay guys this is going to be really simple here my kid has been gaming on a regular small TV since I built him a PC I saw this and said what do I have to lose it's a hundred bucks and holy crap when it got here I was blown away this thing is 100% worth the money you're not gaming at 144 hurts but the 75 Hertz is adequate and the picture is unreal I'm waiting for this thing to blow up or something because I can't imagine why it is this cheap buy it while you can the price is already gone up,5.0 out of 5 stars,Verified Purchase,Holy crap,Joseph Karaffa
"Reviewed in the United States on September 6, 2020",One person found this helpful,"I'm a teleworker on a budget and was looking for a low cost second moniter for my riser desk. I thought no way should something this inexpensive be getting all of these high reviews, it's gotta be some high level scam! Well I'm here to tell you that you can indeed believe the reviews, this is bang-for-the-buck perfect, this monitor has it all. The colors are rich and they do pop, the text is crisp and the response time fast. I literally plugged it in and my laptop synced up with zero effort on my part. I'm not a gamer so I have no opinion on that but if you're just looking for a monitor to just simply get work done then this is the best deal by far. For anyone on a tight budget this monitor gets my highest recommendation.",5.0 out of 5 stars,Verified Purchase,The 5-star reviews are correct,sonicseer
"Reviewed in the United States on December 29, 2016",2 people found this helpful,"I bought 3 of these monitors for my workstation setup and they look really great. I don't have to repeat the advantages of these monitors since there are already a lot of reviews which do that. I like these monitors and they are great for the price and so I have given it 5 stars. However, this monitor is not without its issues.1. It has no VESA mount option. So you cannot mount it on a stand. You will need to spend on something like this ",5.0 out of 5 stars,Verified Purchase,Great monitor but design issues for multi monitor setup,priyanka yuvaraj
"Reviewed in the United States on March 31, 2021",3 people found this helpful," to get it on a stand2. It has a protruding bottom panel which makes it difficult to bring them close to each other in a multi monitor setup where the monitors are angled. This defeats the thin bezel advantage. When the monitors are placed in a straight line, the thin bezel looks good.Check the image to see what I mean.Again, in spite of these issues the monitors look amazing.",4.0 out of 5 stars,Verified Purchase,Mixed review,Robert
"Reviewed in the United States on February 16, 2021",One person found this helpful,"Price performance hgh. packaging very good. assembly instructions rather poor, to non existent. Monitor controls barely adequate. but this does not affect the long term use if item. Asus is a company that produces adequate products but support is really horrendous. Monitors, and such rarely require support, but if you anticipate needing anything beyond downloadable documentation stay away. they are also very inflexible. and legalistic in their interpretation of their responsibilities regarding consumers. Customer support, is very low priority and their ultimate response will be no response to any issues that may arise.",5.0 out of 5 stars,Verified Purchase,Quality monitor dubious company.,customer
"Reviewed in the United States on July 8, 2020",2 people found this helpful,"I purchased two of these monitors for my home office several months ago. They have performed well and function fine for routine office work (Zoom, MS Office, etc). Refresh rate would be far too slow for any serious gamer. Picture quality works fine, though when I sit down at my Mac after working on my office computer all day, I can easily see a huge difference in the picture quality. If you're looking for a reasonably priced, dependable monitor for your home office, these are a good choice.",5.0 out of 5 stars,Verified Purchase,Good monitor for home office,Mydogissupersmart
"Reviewed in the United States on January 14, 2019",One person found this helpful,I received the monitor quickly ( a couple of days) and was excited to set it up. It needed the stand attached to the scvreen. Unfortunatly the bracket that would make this possible was missing. The reason I'm giving the unit five stars is the wonderful response of product support. I called them and told them of the problem and they immediately sent a replacement. I sent the broken monitor back the next day and got the replacement the day after that. Also I love the monitory. It is replacing an old Acer that I have had for many years that finally died. I didn't know knew monitors could be so much better at half the price.,5.0 out of 5 stars,Verified Purchase,Fantastic product support,"Bartly',s 10 inch"
"Reviewed in the United States on March 15, 2021",One person found this helpful,"This Acer has good quality at a low price but be forewarned. I bought this monitor to use as a second monitor for the junky one they gave us at work - so you could have one document open on one screen and a different document open on the second screen. Makes life a lot easier. The problem is the Acer only has 3 hookups in the back: Power connection, VGA (blue pin connectors) and HDMI connector. My old work stuff will not support HDMI and has one DCI hookup and one VGA hookup and Some USB hookups. I've been having a difficult time trying to get around trying to getting both to run on VGA since I only have the single VGA hookup on my laptop docking station. Trying all the cable adapter configs. Bottom line is the monitor is great but if you are trying to run 2 of them off of some old gear, you might run into problems with what can I hook into what since they don't give you a lot of options.",5.0 out of 5 stars,Verified Purchase,Good but wish it had more hookups,Stephen R Beckner
"Reviewed in the United States on January 9, 2021",3 people found this helpful,I bought this for my son to connect to this Chromebook when he is doing virtual schooling. We really liked the size and slim design which saves space on his desk. However it wouldn’t work using HDMI cables to his Chromebook so we had to use VGA cables. I found out he wasn’t using it very much because if it was connected the sound would not play on his Chromebook. The picture quality connected to the Chromebook also wasn’t great. We ended up switching it out with the screen he used for his XBOX. We did not experience any of the same problems connected to the XBOX that we did with the Chromebook. The Dell monitor connected to the Chromebook worked just fine.,3.0 out of 5 stars,Verified Purchase,Not very compatable with Chromebook,choeper
"Reviewed in the United States on June 24, 2019",2 people found this helpful,"The screen is very high quality for the price and the zero bezel design is appealing to look at. The IPS panel gives it a large range of viewing angles and the refresh rate was good but nothing near gaming quality. My only issues I have with this monitor is that I have a pair of them hooked up to my docking station for my work laptop and either the laptop or the work station seems to be forcing the incorrect aspect ratio which either makes me cut the screen size to scale it properly or lose text and images. I think this is because the monitors seem to have built in bezels that keep it from being truly ""bezel free"". The other issue was that the stands that come with the monitors are not very adjustable with the two of mine for some reason being at different heights even though they have the same stands and angle which is irritating but nothing major.",5.0 out of 5 stars,Verified Purchase,Great Monitor for the Price,Josh
"Reviewed in the United States on March 24, 2021",3 people found this helpful,"I have purchased this monitor 4 times in the span of 2 years for myself, my sister and my dad. They were around the $90-93 price range. I gotta say, for the price, I am very satisfied with how well it's done for me. My family also has no complaints using this monitor with their own PC's. The bottom base of the monitor is super easy to install. No built-in speakers, but if you use external speakers and a headset like me, you don't even need/want them. As I mentioned in the title, these are not VESA-mountable so if you're looking to mount these monitors, look elsewhere.Some of my main games are League, Apex, Monster Hunter: World, Final Fantasy XIV, Final Fantasy XV, and Call of Duty: Black Ops 3. This is a decent range of graphics intensive and non-graphics intensive games. I had zero issues with response times and frame rates. They all run smoothly with my GTX 1060 (as long as you play on medium-ish settings). Sure the colors aren't mind-blowing but I don't care at all. I personally think it kicks ass for the price.When it comes to non-gaming stuff, like school or work, there's not really much to ask for other than a monitor that can turn on and work, and this monitor is definitely capable of doing everyday tasks. The 75hz is also very nice.I don't use these monitors anymore as I have upgraded my setup, but I should mention that during the last few months of using these monitors (I had a dual monitor setup), one of the screens randomly goes black every now and then, then turns back on. It can get pretty annoying and can even cost you during crucial moments in-game.Other than that, this monitor was part of my first gaming PC build and I am still very happy for how much it has done for me. A very solid start, whether you're a gamer like me who can't afford an expensive monitor or if you simply need a cheap but good monitor that can get the job done.",4.0 out of 5 stars,Verified Purchase,"if you're a budget gamer like me and don't care for VESA mounting, this monitor is for you",Tyler Nguyen
"Reviewed in the United States on February 14, 2020",One person found this helpful,"Finally replaced my still-functioning 11-year-old (April 2008 MFR date) Acer 22-inch monitor that was dim and only running 1680x1050. This new monitor appears to be great quality, and with my last Acer product still functioning after over a decade, I am sure this new one will last for many years as well. Some have said it doesn't have an ISO mount, which is true, but I didn't need that. Also, if you are looking to bump 2 of these together, even though it appears to be very minimal frame, there's still a good 3/8"" border on the top, left and right, so that would be a pretty noticeable gap. Similarly, the refresh rate is only 60Hz (it's not a gaming monitor), but it's priced as such. Lucky for me, I just needed a larger screen for my laptop and this fulfills that need quite nicely. Highly recommended for a very good budget monitor.",5.0 out of 5 stars,Verified Purchase,Great Budget Monitor,Ryan Petersen
"Reviewed in the United States on June 22, 2019",2 people found this helpful,"I couldn't believe good freesync monitors exist for under $100, but here I am now using this monitor. The picture is really good, but I had to tweak the settings a bit to get it to look just right. It looks great on my desk and it can get very bright, so I recommend turning the brightness to 50% or lower.Edit: multiple dead pixels, and a cluster of dead pixels near the center. This display doesn't last",2.0 out of 5 stars,Verified Purchase,Not a long lasting display,Nanachi Hantomei
"Reviewed in the United States on June 8, 2020",2 people found this helpful,"The monitor arrived a day earlier than anticipated and we are now ready to work out of our new home office. My wife has a new demanding job and was required to work from home for several weeks. The job preferred dual monitor capability, so I went shopping for a quality monitor with a good reputation. Well it certainly met the challenge. We now have a great dual monitor system and my wife certainly enjoys working from home for an uncertain period of time. Whatever the times require we will be prepared, as I set up her new office and updated my own office as well, both with dual monitors.Simple to install and instructions that are written in easy to follow steps. Now up and running two dual screen home offices, for little cost.",5.0 out of 5 stars,Verified Purchase,Great Price and Great Quality for that ruched new Home Office,Bob
"Reviewed in the United States on January 11, 2021",One person found this helpful,"I purchased this along with my first pc build. I was on a tight budget, and with the quantity and quality of reviews this thing had, I figured it was a worthwhile purchase. Once the tower was built, I plugged in my computer (HDMI from the graphics card interface), and was greeted with the message ""input not supported"". After some research, I learned that I needed to update my display drivers to output HDMI, but, in order to do that, I'd need to get the machine running and install windows, and to do that I'd need to use a monitor. I could have used the Mini DP output on my graphics card, but I learned that the monitor didn't have a Mini DP input. Several hours later, with the help of another borrowed monitor, I was finally able to update the drivers and use this one. All that toil and trouble to see an adequate picture, at max brightness.In short, if you need a Mini DP port, don't use this monitor. For everyone else, this is a good choice for starter monitors, but don't hope to get a great deal. You get what you pay for, and so you might want to hold off on purchasing this, or using it as a second monitor.",3.0 out of 5 stars,Verified Purchase,You Get What You Pay For,jacob g.
"Reviewed in the United States on March 25, 2021",One person found this helpful,"Wow, I was shocked at how easily and quickly I was able to set up a second monitor for my late 2015 27 inch iMac!Because my iMac is an older model, I had to purchase a Mini DisplayPort (Thunderbolt) to HDMI Cable.This is the one I bought and it worked GREAT: iVanky Mini DisplayPort (Thunderbolt) to HDMI Cable.https://www.amazon.com/gp/product/B0757JWW81/ref=ppx_yo_dt_b_asin_title_o01_s00?ie=UTF8&psc=1Please note: This cable WILL NOT WORK WITH THUNDERBOLT 3 (USB-C) Macs. This cable is for older models.The product description page for this item will list exactly which mac models are compatible with this cable/adapter.Here's my experience with connecting the Acer monitor to my iMac:1. I connected the Thunderbolt (aka Mini Display port) to the back of my iMac.2. After placing the monitor on my desk next to my mac, I connected the HDMI end of the iVanky cable to the Acer monitor. I then plugged the monitor into an outlet.3. I turned the Acer monitor on AND IT AUTOMATICALLY displayed as a second monitor WITHOUT me having to go into my macs system preferences to set anything up!It...just WORKED!I'm using this monitor ONLY to display documents, browser windows and other reference materials while I study online so I can't speak to the picture quality or any other technical aspects. I just know it was a breeze to set up as a second monitor to an older iMac. But picture looks fine and colors look great.Just remember to get a Mini Display (Thunderbolt 1 or 2 NOT 3) to HDMI cable like the one I mentioned.FYI this came with a VGA cable only.",5.0 out of 5 stars,Verified Purchase,FOR OLDER MAC MODELS: Works Seamlessly with late 2015 27inch iMac But You MUST buy an adapter,Vivian C.
"Reviewed in the United States on September 11, 2019",One person found this helpful,"I bought this to replace an older LG monitor that I use for my Acer laptop. My old monitor was connected via the HDMI cable to the hdmi port on my Acer laptop. Oddly, this new monitor refuses to be recognized on the hdmi port, so I had to use the vga port and cable. While I don’t see any difference visually, it annoys me that I have to use an older technology, to get it to work properly. And yes, I’ve verified that the hdmi port on the laptop works by connecting it to another monitor. Since it works and displays properly via VGA, I didn’t really feel like sending it back and getting something else a little bit pricier.",4.0 out of 5 stars,Verified Purchase,nice image but my laptop wouldn’t recognize it on HDMI port.,MCSE
