postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on March 4, 2021",2 people found this helpful,"So we just got these the other day, so this isn't a review on their longevity. However, we absolutely love these controllers in comparison to the joy cons. These are SOOO much better.We've been playing Age of Calamity in 2 player mode, and it was a huge pain and no fun to do with the Joy cons. These controllers are worlds better. They are a little big compared to a PS4 controller, but a better shape than the combined joycons.They have a nice heft to them, and they're rechargeable. A lot of the 3rd party controllers for the Switch weren't rechargeable, and most, if not all, were not compatible with amiibos. If amiibos matter to you, it might be worth noting that the PowerA controllers and other 3rd party controllers probably aren't compatible.As for their charge, we charged them straight out of the box, played with them about every night for the past week and they still have a charge to them. I can't really quantify that in hours, but they definitely seem to last longer than our PS4 controllers (which are a couple years older to be fair).Last point of note is the button mapping. Trying to play Age of Calamity with 1 joycon per person, the buttons on each controller is limited, and the button mapping was confusing and aggravating. Having a controller or complete set of Joycons per person is really the best way to play, and it's definitely less aggravating. I'm not the best gamer, so when the button layout became too confusing with the joycons, I just ignored the confusing buttons (which in this particular game included the button to heal yourself).Last points of note is that they do come with their own charging cords, which plug right into the side of the Switch docking station for easy charging. They are a Type C cord, so most phone charges would probably work as well. And they don't have a spot to plug in headphones or a mic, but neither do the joycons.",5.0 out of 5 stars,Verified Purchase,Highly Recommend over Joycons,TittlyTut
"Reviewed in the United States on February 16, 2020",10 people found this helpful,"This is a Great Controller albeit at a price that's harder to swallow.I bought this alongside 8BitDo's SN30 Pro+ and both controllers have their pros and cons...Switch Pro ControllerPros- Good build quality and feeling in the hand- Great comfort and IMO the best layout of inputs- Ridiculously long battery life- All the features you already know for being a Nintendo controller made for the switch. (NFC, HD Rumble, wake up the console).Cons- the D-Pad feels like an afterthought. It is prone to unintended inputs and it's location is not optimal for 2D games or platformers- for the price, it should get better warrantyIn comparison the SN30 Pro+ is miles ahead regarding the D-Pad.It has many more connectivity options, the battery is both rechargeable and removable AND it allows for AA batteries to be used instead. The rumble is ""regular"" but it feels actually very good with different intensities.The main downsides are lack of NFC and inability to wake up the switch, but I mainly use it for pc anyway.Overall I am completely pleased with both devices and the Switch Pro Controller is the one to get if you only need one for the switch and also if you enjoy 3D games more than 2D or platformers.But if you need a controller for the Switch than also works great with PC, Android and Mac, the 8BitDo's SN30 Pro+ is the best hand down.4.5/5 for both",4.0 out of 5 stars,Verified Purchase,Almost perfect controller but not without competition,DQ
"Reviewed in the United States on August 9, 2020",3 people found this helpful,"I play this mosty for PC games and steam. The controller has a nice feel to it and adds so much comfort to the hands from playing games in prolong time. Battery life is what makes this controller shine among the rest, long battery life is amazing, I charge my controller once or twice a month. It's really easy to sync bluetooth via PC to play games in steam.There are three things I do not like about this controller:1, it's the DPad, it's not very accurate when playing that mainly depends on it when moving, the arrows sometimes hits a combination between two unexpectedly and can cause frustration due to keys not registering properly.2, its the left and right top bottons, it does no justice when playing Racing games, it does not have the smooth feeling when using the xbox trigger buttons when you accelerate and reverse. The trigger buttons controls the speed in driving and this does not have it. If they added top analog trigger buttons it would make racing and shooting games a better experience.3, it's the three month manufacturer warranty, they should of stick to two years due to other peoples complaints of analog stick issues. Making players feel at ease with their expensive controller purchase with 2 year warranty would make this controller a lot nicer.Overall, controllers fine when playing with the original system and AAA games this was designed. Could of had better improvements that will make play other games a true fun gaming experience.",4.0 out of 5 stars,Verified Purchase,Almost Perfect,Lee Fernandez
"Reviewed in the United States on January 18, 2018",7 people found this helpful,"This takes an almost perfect controller and fixes my one complaint, the ""D"" pad. There is now a pivot for the ""D"" pad which fixes any issues with pushing directly up or left and right without it going in both directions at the same time. The design is very nice, but I do wish the red was more bright. It is more of a pink than a red, but that is a tiny non-function affecting preference. It might not be worth it to buy this as a replacement, but if you don't have a pro controller I highly recommend this",5.0 out of 5 stars,Verified Purchase,best designed pro controller that can be bought.,S.Nak
"Reviewed in the United States on April 27, 2020",2 people found this helpful,"Solution to calibrate pro controllers in Animal Crossing and fix automovementsI wrote this solution to solve the drifting in games like animal crossing with pro controller in other thread, and it worked for me and other people than reply me.**Note**: These are the steps I did, but I don't know if all steps are needed. But it seems to work.\--------------------------------------------------------------------------------------------I have done next steps with both pro controllers and both are working fine now.1. Restated the Nintendo Switch holding power off button and selected it. No controller plugged in by cable.2. I have calibrated the analog stick. Before each movement during the calibration proccess I have forced the middle position correcting the drifting.3. I have returned then to the screen telling me to push the analog stick to calibrate.4. I have pressed reset controller button (beside the USB port) a few seconds. Lights in front side of controller starts to change. I have released the button, putted the console on the desk, and pressed home button.5. I have returned to calibrate controller and it works fine now. No drifting, no cable, and point returns to the center changing to the cross.Now I have both controllers without drifting and Animal Crossing and Luigis Mansion 3 (the only games I had with the new driffting movements) are working correctly.All is so weird.I did the whole process with the switch outside the docker, and controllers now work with the switch inside and outside the docker.After restarting the Switch controllers still work fine.",5.0 out of 5 stars,Verified Purchase,Animal Crossing Drift Fix!,Jonathan Gomez
"Reviewed in the United States on February 18, 2020",5 people found this helpful,"While this is the best feeling Switch controller out there, the stick quality is awful, and it WILL break after a few months of good use. Everyone I know with one of these gets the same issues with the sticks. I just spent $200 on a soldering kit, replacement parts, and fixed my controller after several weeks' worth of practice. But you could just avoid all of that and not buy this thing.",2.0 out of 5 stars,Verified Purchase,Left stick breaks after a few months of use - had 3 of these,Josh
"Reviewed in the United States on April 9, 2019",10 people found this helpful,"El producto se pidió desde hace más de tres meses y no llegó, la tienda contestaba que reenviarán el producto pero tampoco llegaba, les pedí la devolución del dinero y lo único que han hecho ha sido evitar la comunicación al no contestar los mensajes que se les envían constantemente.",1.0 out of 5 stars,Verified Purchase,Estafadores,Cliente de Amazon
"Reviewed in the United States on October 26, 2020",3 people found this helpful,,4.0 out of 5 stars,Verified Purchase,"Best you can get, but not perfect",James Q. Tian
"Reviewed in the United States on June 20, 2019",2 people found this helpful,"This is pretty much the best thing you can buy for Nintendo Switch.I love every perspective about it, expect for one small complain.The rubber they used for the stick doesn’t work very well when your hands got bit oily or sweaty. The texture on the stick doesn’t help either. So I did add a set of Skull and Co stick caps on it and it’s a dramatic improvement.Again, very small problems, it can ruin your experience but can be easily fixed too.",5.0 out of 5 stars,Verified Purchase,Always buy OEM.,Anon
"Reviewed in the United States on July 26, 2018",8 people found this helpful,"I got this within a week of buying the Switch, and probably the one piece of advice I heard from everyone is ""just buy the Pro Controller from Nintendo"". I got a cheap 3rd party authorized USB controller while I was buying games in store, played some games but quickly just decided to grab the Pro Controller. After I used it, I realized why everyone loves it. It's almost perfectly built, feels great and natural, and so many features for the controller. Wireless works fantastically, battery lasts forever, Rumble feels good, and the motion controls work wonderfully. The motion controls are probably the biggest here - I didn't realize that games on the switch actually depended on the motion controls, which I really missed out on when I had a third party controller. With this, there's so many opportunities for motion control to provide a natural third joystick, especially in games like Breath of the Wild. Works fantastically. My only gripe is that, since it is so convenient, I love to just throw it in my backpack with my switch and its case, and go out for the day. However, there's nothing supplied to help protect the joysticks in transit. I would have loved to see easily detachable thumbsticks, or some kind of bumper, so that I can quickly store + access the controller without needing a protective case or worrying about the condition of the joysticks getting jostled. I know that's not really a trend with many comparisons, like xbox or playstation, but given what I heard about this controller having long-term issues with thumbsticks, it would make sense to me.",1.0 out of 5 stars,Verified Purchase,Can someone help me return this or provide a fix??,Stacey Dolan
"Reviewed in the United States on September 6, 2019",One person found this helpful,"Out of the box, didn’t work. Kept having to connect then disconnect. It kept getting out of sync every hour and a half, which was a small inconvenience until the y and r buttons had a huge delay when 2 inches away. Then after a *months* use, it slowly turned into thirty minutes. For 80$ I really expected this to be good.. I would really love to return this and get sent a new copy because I believe I may have gotten a damaged version. I would return it but the window is closed.. I would really love to get in contact with an amazon employee, so I can get a refund.. I guess I’m stuck with a controller that disconnects frequently. If you are going to buy this, don’t buy it from amazon. Buy it from your local store.",5.0 out of 5 stars,Verified Purchase,More great Nintendo products for your arsenal.,LQ
"Reviewed in the United States on April 7, 2020",5 people found this helpful,"Bought this so controlling the Switch would be easier, obviously. This works so much better than the Joycons. I like to play Overcooked where it’s really essential that you turn and pivot real fast and with the Joycons, sometimes I just want to smash something because it just will not register at all. This is all fixed with the Pro Controller although I only got one so basically my boyfriend and I have to fight for it.I hate that it’s so expensive but it’s also so ’necessary’ so Nintendo just takes all my money and I guess I’m okay with it. Battery lasts pretty long and charging is easy through USB-C. It also supports Amiibo so I don’t know anything about that. It definitely feels better and is more comfortable as well than the Joycons in the controller shell. Clearly a sales tactic. But it’s working.",1.0 out of 5 stars,Verified Purchase,"Love the way it feels, but it feels cheap",DDN
"Reviewed in the United States on September 6, 2020",2 people found this helpful,"For a 70 dollar controller, this thing feels FLIMSY. If you lightly shake it left and right, you can hear stuff moving in them. And the grip handles of the controller are wobbly . Not built to last it seems. But love the feel and look of it. Nintendo needs to step up.",4.0 out of 5 stars,Verified Purchase,I love this controller... but,Bunny
"Reviewed in the United States on February 10, 2019",5 people found this helpful,"As much as I love the Nintendo pro controllers, the one I ordered came flawed. When mine arrived, I noticed it suffered from a condition labeled by the Switch community as ‘drift’, more commonly associated with the joycons. If you don’t know, what this means is my left joystick, at a neutral position, will slightly drift to the left without a physical input. This is kinda annoying, but now I’ve had mine for almost half a year, and it hasn’t bothered me much since. There’s no fix to this thats ‘user friendly’, since an at home way of fixing it requires disassembling the controller and messing around with the internal electronics.I’m ordering another one in time for xmas for my girlfriend, but know your controller may arrive with drift.",5.0 out of 5 stars,Verified Purchase,The best Switch controller currently available,Chris
"Reviewed in the United States on April 6, 2021",One person found this helpful,"This is a great product. I was starting to have issues with the switch controls that came with the console, as I’ve read is common with the switch, so I ordered this to use while I send my nunchucks off two Nintendo to have them repaired.I honestly do not know if I will ever go back to using it as a handheld device because I love the pro controller so much. It is a great weight, it’s not too light and cheap feeling and it’s not too heavy. I love that it doesn’t take batteries and that you can just charge it and I also love the fact that you can plug it into the switch and play it as a wired controller once it gets low on battery and you don’t have to stop your gameplay. I will most likely be getting a full set of these in the near future.They also had great shipping, it came a day or two before I expected it, and I’m just overall very happy with this purchase. Great value too, compared to what else is out there.",5.0 out of 5 stars,Verified Purchase,Great product,Alyssa Yoder
"Reviewed in the United States on May 12, 2018",5 people found this helpful,"When reviewers say that the Pro Controller (Pro Con) is the controller that should have been the default or should have been the quality used instead of the quality used in the Joy-Con, they were right. The difference is a world apart. The button travel (of buttons ABXY and the shoulder buttons) is too deep for me, however - deeper than the XBox One controller (though not as deep as the XB1's analog shoulder buttons). Limited travel buttons would make the Pro Con even better.The comfort grip - the lower, burgundy portion of the Pro Con - is just plastic. It is dimpled, so it has a texture feel. The back is also burgundy, but it is not textured.Connection is easy. I did it in under a minute - and I haven't connected a Pro Con before this.",5.0 out of 5 stars,Verified Purchase,This controller should be included with the original kit.,EdA
"Reviewed in the United States on June 18, 2020",One person found this helpful,"Very rare 5 star reviewUPDATE:After 3 months of use (soild use, everyday).This has been the BEST controller I've ever bought from ANY system in my 30 years of gaming. The battery still last 40+hrs, and only takes 2 hrs or so to recharge. Its durable as hell and holds up great. Buttons and stick still works like perfect. And I have used it for 100s of hours since purchase. A mist have even for the money wont.buy anything but from now on.( I've said that 3 times today but man, I've bought some good stuff)my 1st pro controller was the 30$ version amazon offers here n now. I wore it out very quickly once I started playing fortnite.You get what you pay for. This controller is FKIN amazing.. the smoothness the control and feel of buttons and the controller itself.in your hands is like holding liquid gold. I absolutely must insist that you spend the money and get this pro controller. It will make you a pro all the way around.Must have for all gaming shooters will see a huge difference between brands. PromiseI will update as needed to see how long the controller will last. I see alot of review complaining about left stick after a short time... I will let you know as it happens and my.use will not be lite.",5.0 out of 5 stars,Verified Purchase,"Must have controller, best one in 30 years I swear by it","Full, Honest & Tested Reviews.  FREESPEECH is imperative for FREEDOM"
"Reviewed in the United States on October 2, 2020",2 people found this helpful,"This is a great controller, in my opinion it's worth the extra money to get this over the other aftermarket switch controllers, much more comfortable than the joycons, but still a little too small for people with large hands, you'll find yourself with one finger covering the shoulder buttons instead of two like you could comfortably do with an Xbox or PS4 controller. This is technically compatible with PC but you will have to use it wirelessly, and due to some odd bug the gyro glitches out the DirectInput controls if you have this enabled in Steam... so you have to manually choose between DirectInput OR steam, can't do both at the same time, with that said you'll still want to have an XBOX controller on hand for the occasional PC game where you find yourself wanting a controller. Otherwise this is great and a must have if you want to play really long games on your switch like Xenoblade or FE3H.",5.0 out of 5 stars,Verified Purchase,"Great quality controller packed with features, OEM is worth the extra money",DC5V
"Reviewed in the United States on March 5, 2018",5 people found this helpful,"I really do enjoy this controller. It feels great in your hands, and I like the weight of it. It's basically a better-feeling version of the WiiU Pro Controller, for anyone who's used that. 70 dollars for it is way too much though, especially when part of that price tag has to do with it having stuff like 3D rumble. Unfortunately, it's pretty much mandatory if you want to play your Switch locally with friends, or even if you just want to play by yourself on your TV. (The joycons are fine as the tablet's controllers, but they're not great when you disconnect them to play on the TV.)This controller's saving grace is that it connects very easily to a computer, making it great for PC games with full controller support. It would be much more convenient if it was XInput, but oh well.Overall, I'd recommend buying this controller if you have a Switch, especially if you play PC games as well. It isn't the greatest deal in the world, but my friends and I have gotten a lot of use out of it.",4.0 out of 5 stars,Verified Purchase,"Great controller, not-so-great price",Amazon Customer
"Reviewed in the United States on May 10, 2018",6 people found this helpful,I would 100% recommend any one that has a switch getting this because the joycons are not very durable. I have had my switch for a few months and the joycons are already having problems from just regular use (I am not a huge gamer maybe play this a few hours a week). The left joycon stick is messed up and will keep inputting that I am pressing forward to move character when I have stopped this has caused me to walk off many a cliffs in breath of the wild. Get this and use it anytime you are playing in docked mode cause the joycons will just not last.,5.0 out of 5 stars,Verified Purchase,much more durable than joycons.,home cook
"Reviewed in the United States on November 5, 2019",One person found this helpful,"I purchased this to play Skyrim on the Switch, particularly in docked mode. Now, the Switch comes with a plastic holder that you can slot the half controls into to create a standalone controller for free. I'll call this the ""standard"" controller further down. So, why pay $60 or so for this?Well, in contrast to the standard Switch standalone controller, this has a very different feel to it. Because the controller is larger, the left-thumb control has a lot more ""play"" to it. This means there is more distance from the center to the ends. This gives me more precise control in-between the edges when using this than the standard Switch controller. And that can be crucial for some games. The standard Switch thumb control can only move a very short distance from center to end, making precise control between the edges much harder.Also, it has the vibration feature built in and a much longer battery life than the standard Switch controller. It pairs seamlessly with the Switch, and if you are using the Switch in a Docked mode, and have paired this controller, turning this controller on automatically turns on your Switch.If you find you play your Switch a lot in the docked mode, this is probably worth your money. If you mainly play your Switch in handheld mode, this isn't worth the extra cash.Also, if you do a lot of multi-player games such as Super Smash Brothers Ultimate, and feel like spending a lot of money, the Switch can pair with up to 4 of these at once.",5.0 out of 5 stars,Verified Purchase,Great way to use Switch as a Console,C. Petit
"Reviewed in the United States on July 20, 2018",5 people found this helpful,"Gives such a huge advantage for sport games and especially Fortnite. This makes me wanna play the switch more often. Won't leave without it.Update :After a week of using works perfectly Its just uncomfortable playing with for even 30 Minutes. The joy stick is not soft and doesn't let your thumb rest in a curve like an Xbox remote would. Plus the A, B, X, Y, buttons are really rigid and aren't smooth around the edges. All these things make it uncomfortable to play for long periods of time. Especially if your playing online games, you could find yourself playing for an hour easily.My BIGGEST DISLIKE about this is that there isn't any ON/OFF button. Everytime a button is pressed while I a bag it turns on to search for a device. There's basically no way to put this in a bag to travel with, without your battery being drained.",3.0 out of 5 stars,Verified Purchase,Can't play without this,Edward F.
"Reviewed in the United States on February 28, 2020",2 people found this helpful,"At $70 (I guess they recently lowered the price to $60), this thing really ought to at least operate correctly. I mean, sure, everything on it functions as intended... except the left joystick likes to ""drift"" and register inputs that aren't being made... even when it isn't in use at all. Lovely.The d-pad is middling at best... there are plenty of better third-party options out there, especially the 8BitDo controllers like the M30. The Pro feels fine and all, but that drift... oh, and the placement of the Home, Capture, +, and - buttons are kind of odd, making it very easy to hit something you didn't intend to. Sure, it has amiibo support which no third-party products can have (and do we reeeeeally care?), but so do the Joy-Cons that came with the system.Overall, a pretty big disappointment considering it's the ""official"" non-Joy-Con controller. Ended up selling mine and getting an 8BitDo.",2.0 out of 5 stars,Verified Purchase,"Yes, it drifts, and No, the d-pad isn't very good.",Ben Gamble
"Reviewed in the United States on January 15, 2020",2 people found this helpful,"Very disappointed. I was excited to get this controller that everyone has been praising for being ergonomic and having a long battery life. Here are the problems I found:- The thumb pads are not sticky enough so my thumbs kept sliding around and I had to put a lot of pressure to keep my thumbs on without sliding. This was tiring.- The controller is way too big. I had to uncomfortably wrap my hands around the controller and felt like I was stretching my thumbs to reach the thumb pads. (I have normal sized hands for a man whose 5’10”)- The thumb pads were too tall. This meant I had to stretch my thumbs even further.- The - and + buttons are further from the neutral thumb positions than on the joycons. Making reaching them take slightly longer.- The - and + are barely raised above the controller surface. So, they’re harder to find tactically. This is something I could probably get used to eventually.- The cherry on top for me was that L and R buttons sometimes don’t register when you push them past their “clicking” point. You have to press them just a hair harder for them to register. This meant when I was pressing them quickly in-game, that every few button presses were skipped. I don’t know if this a defect or what but. I don’t like buttons that click but don’t register instantly.So in short, the controller wasn’t ergonomic or comfortable for me. The regular joycons on a controller mount are a million times more ergonomic and comfortable for me.",2.0 out of 5 stars,Verified Purchase,Very disappointing.,sandwiches
"Reviewed in the United States on March 14, 2021",One person found this helpful,"The pro controller is pretty solid. There was flawless connectivity and almost non-existent input lag when I was laying smash bros. The setting up/ pairing of the controller to the switch is almost instantaneous and incredibly easy. VERY, VERY long battery. I tested to see how long the controller battery would last without charging it and got up to 38 hours straight, but when I broke it up into daily game sessions, I got up to a week and a half without charging it. USB-C support and HD rumble are some pretty nice features. The textured grip and textured buttons are pretty satisfying. My problems with the controller have to be about 2 things. #1, the price is incredibly jacked up, I admit it's a good controller, but 70 dollars is way too much, even more than an entire switch game. 2#, the A feels way too of to the side when playing, as well as it feels like it's jammed sometimes.",4.0 out of 5 stars,Verified Purchase,"Pretty solid, Flawless connectivity and almost non-existent input lag for the time I've had it",Nana
"Reviewed in the United States on June 21, 2017",67 people found this helpful,"We LOVE the Switch but weren't fans of the teeny tiny controllers for two-player games. I bet they're perfect for kids but my hands are just too fat for that. We bought two pro controllers (one for me and one for my husband) and just love them. We feel like kids again, playing MarioKart after the actual kids go to sleep!",5.0 out of 5 stars,Verified Purchase,We LOVE the Switch but weren't fans of the teeny tiny ...,Em
"Reviewed in the United States on November 11, 2020",2 people found this helpful,"This is a very high quality controller, and though the price is pretty high, it's an investment that is one-to-one with what you expect to pay for. Thus far, I've gone a year without major problems with it, Absolutely for home and small excursions(i.e. going to someone's house for the night and returning).The controller itself hasn't had really big problems(like the dreaded Joy-Con Drift[TM]), but I did notice the trigger buttons are pretty soft, unlike GameCube or XBox triggers, and sometimes they don't pick up input, but it's not TOO noticeable overall. If you have the money, go ahead and buy it, from my account, it will at least last a full year, but I'm still going strong with it, so I might update this later.",4.0 out of 5 stars,Verified Purchase,"Very high quality controller, Price point Reflects What you are paying for",Thomas Jones
"Reviewed in the United States on December 20, 2020",3 people found this helpful,"After about a year or two of use, the left control stick began exhibiting the infamous ""drift"" issue. Even when not touching the control stick, my character would walk slowly to the left in games, making it very hard to control my character precisely in most games. Nintendo told me that since my controller warranty had expired, I would have to either pay them $40 for repairs or just buy a new controller. Considering this is a manufacturing defect, Nintendo should take responsibility and offer everyone affected free repairs like they started doing for the joy-cons which have the same issue.",1.0 out of 5 stars,Verified Purchase,"Left control stick has infamous ""drift"" issue",Jeffrey
"Reviewed in the United States on December 29, 2017",5 people found this helpful,"Fells a bit more traditional like an Xbox or PS controller. The joycon seems a bit too easy to click the joystick down on accident while in the heat of battle that was the main reason I got this controller and for a bit more comfort. The only problem I have with button layout is the + key is close to the Home key and the - is close to the capture button and it can be easy to confuse them or not feel comfortably certain you're gonna hit the right one while playing. This is minor though as ur usually looking to pause anyway when going for those buttons and if u hit the wrong one it isn't terrible, also u get better as u use it I'm sure. The joysticks have a lot of room for play yet don't seem to activate untill you've moved them about 50% towards the direction you're going. Then the last 50% is where u have the control to manage speed. I.E. if youre trying to walk slowly it feels like you have to move the joystick farther than you should have to before walking begins which leaves less room for control in the stride between walking and running. This may be fixable in some sensitivity settings I'll have to play around. Overall though great controller it feels much better playing Zelda with this over the joycon (which is decent itself with the grips)",5.0 out of 5 stars,Verified Purchase,Fells a bit more traditional like an Xbox or PS controller,I2ain2thunder
"Reviewed in the United States on March 14, 2021",2 people found this helpful,"The Switch Pro Controller is a must for any owner of a Nintendo Switch... specially when looking for a second controller to play with while the Joy-Cons recharges. It's a bit smaller than what it looks like in the pictures, but holding it in hands feels fine and has a great quality build to it. It's packaged with a USB cable for charging, which can be used for the Switch itself as well. The rumble is subtle without being uncomfortable and the battery last a good enough amount of time. The greatest aspect about the Pro Controller is the feel of the buttons, they are all smooth, easy to push without tiring your fingers, responsive analogues that don't feel loose and a amazing D-pad that I wish Nindendo would use in the Joy-Cons. For all it is worth the price.",5.0 out of 5 stars,Verified Purchase,A must for when playing in Dock Mode...,Strider-RagnaroK
"Reviewed in the United States on March 10, 2019",One person found this helpful,"This controller just may replace the second-gen Sega Saturn joypad as my favorite first party controller ever. It's comfortable as can be to hold, but I have just one concern. The analog sticks rub on the face of the controller and wear the plastic down, it's white powder around either analog stick. I just hope Nintendo is going to be supporting to their loyal players in a year or so when these things start wearing out.Back in the N64 days, the Nintendo customer service number on the sticker on every Nintendo product took care of their gamers and they sent me three new N64 Analog sticks for the controllers that got worn out for free. Just the analog sticks, and I had to take apart the controllers to put them in.I've only had this particular controller for about a month and I've already had to clean off the plastic wear dust from the analog pads twice.It's a very comfortable controller, but I really think it's overpriced (same as their Joy-Cons) and I question just how durable it is after seeing this much wear and tear after some casual use during less than a month's time.I'm gonna really be upset if this expensive official controller wears out early, and I sure hope Nintendo's customer service is as good as it was 20 years ago when this control stick gives up the ghost like you can tell it's going to do.It's comfy, it's USB-C, good battery life, but the powdery wear around the thumbsticks really concern me. They rub against the controller housing and I just can't see how this controller was designed like this with the wear parts.Going to try and be optimistic, but these kind of problems typically get bad enough to warrant getting upset about right after they're out of the warranty period...I sure hope Nintendo isn't skimping on quality or product support these days.",4.0 out of 5 stars,Verified Purchase,Control stick wears on the housing - Worried about how long the controller will last.,The Consumer's Voice
"Reviewed in the United States on May 23, 2020",One person found this helpful,"When I picked up my Switch a few years ago, I picked up a pro controller to go with it. Why? Because I knew that I would use it on my TV a lot, plus with bigger games like Zelda Breath of the Wild and Mario Odyssey, I knew I would enjoy them much more with a standard controller. The pro controller reminds me a little of an Xbox controller, but a little bulkier. However, after time, it really fits your hands well. It's high quality and again, awesome to use if the Switch is either your main gaming console or your only gaming console (which it is for me). I also love it for games like Super Smash Bros, DOOM, Witcher 3, Skyrim and other titles. I would say, though, with the expensive asking price, if you use your Switch mostly in handheld mode or if you are only a casual gamer, or do most of your major gaming on another console/PC, then I'd probably pass on picking one of these up.",4.0 out of 5 stars,Verified Purchase,"High Quality Controller, Expensive Price",Ben Kizer
"Reviewed in the United States on February 21, 2021",One person found this helpful,"The internet is awash with people complaining about ""analog stick drift"", both with the standard JoyCon controllers (which Nintendo has quietly acknowledged and is repairing for free), and also for this Pro Controller. It seems to not be very durable.Mine worked fine for 2 years of moderate use (I'm a full time business owner so don't have the same time for video games as I did in my teens), after that the left analog stick would randonly act as if it was being held down in games, and in the Switch controller calibration screen. Nintendo support informed me that the repair price would be $50, since the warranty is only 90 days.I don't know about you, but 2 years of use out of an already overpriced controller is not really good going.",2.0 out of 5 stars,Verified Purchase,"Great, but only lasts 2 years.Warranty is 90 days. Ridiculously overpriced.",DM
"Reviewed in the United States on January 19, 2021",One person found this helpful,"A must have for anyone using the dock to play on their television. The left grip on my unit has a slightly loose shaky feeling even from the first moment but the overall build quality and battery life makes it one of my favorite controllers, period. I would definitely like pressure sensitive triggers, rather than having them just be two additional buttons but it's not needed for any first party Nintendo games. It's usually just something I'd like to have playing any other games that benefit from pressure sensitive triggers, such as racing games.Can't imagine playing the Switch docked, again, without this controller like I used to. If you can spare the additional money and intend to play on your television or monitor very often, I wouldn't hesitate to recommend this. The build quality may be inconsistent from unit to unit but it's still well worth the investment if you don't play in handheld as often as you do when the Switch is docked.",4.0 out of 5 stars,Verified Purchase,Minor build quality issue with my unit but still a must buy.,Ryan F
"Reviewed in the United States on February 1, 2019",One person found this helpful,"I finally upgraded to the pro controller after much time contemplating if it would really make a difference to me. I've been using the joycons since the launch of the Switch and while not perfect I can still appreciate their design concept.The one aspect of the pro controller that had me on the fence were the triggers. Honestly, that is the one thing I really don't like about the joycons. Everything else about the joycons I can work around. Well, pictures don't do the pro controller justice, the triggers are absolutely fantastic and I certainly don't see myself ever using the joycons again when it comes to playing games that utilize the triggers extensively.Not just the triggers but everything about the pro controller is a huge step up from the joycons. The buttons are bigger, the analogue sticks give a great grip with your thumbs and the controller feels nice and snug in the hands. The material is much more friendly during longer sessions. That was another gripe I had with the joycons; after a period of time the sticks and triggers would be slippery. I managed it by having a cloth nearby to give it a nice wipe occasionally. Not the case with the pro controller, there is much more friction to it.It's a must have accessory for me and I give it a 5 star because I think it's a fantastic controller and fixes every issue I had with the joycons. I suppose if there is one thing I would change about it that would have to be the placement of the right analogue stick. Personally, I'd like it above the buttons so the two sticks would be symmetrical but I don't think it merits deducting a star.",5.0 out of 5 stars,Verified Purchase,Outrageous improvement over joycons,demonsRendangered
"Reviewed in the United States on February 18, 2019",2 people found this helpful,"This thing feels really well built. The controller has a good quality feel to it, plus it feels just the right weight to make it feel secure in my hands. At first it felt a little big since I had been using the joycons mostly, but i quickly got used to it. The price can be a bit hard to justify, but i paid it since I knew that it wasnt a gamble. There are cheaper options out there that might feel this good, but i knew FOR SURE, that this one would be good. And it didnt dissapoint.Pros:- Good placement for the analogs- Nice big face buttons- Nice clicky shoulder buttons (not loud)- HD Rumble- Great motion controls- Great for 3D games- Comes with a high quality USB-C to A cableCons:- Price is a bit high- The analogs have a longer travel so it can feel a bit off putting if you are coming in straight from a Joycon like i was.- Not great for 2D platformers- The home button and screenshot buttons are a bit awkward to reach while playing.Overall this controller is great for games like Zelda BotW, Mario Odyssey, Doom, Ys, Mario Kart, etc, but i don't recommend it for 2D platformers like New Super Mario Bros U, The Messenger, Axiom Verge or Dead Cells. It will function alright, and i bet after playing for a bit your hands get used it, but for me it wasn't ideal and since I have a SN30 Pro, I use that one specifically for 2D platformers and this for everything else.The battery life is certainly impressive. I used it for over a week before I had to charge it, but then I dont do heavy gaming on the most part. My only real complaint is that the home button and the screenshot buttons can be a little difficult to find while playing.Also, take into account that this thing is not really portable. Not only is it big, but it keeps coming on and scanning for the switch each and every time a button is pressed. This is definitely a controller to keep beside the dock for docked playing, and NOT in your bag for hand held or table top. One of the times i packed this and brought it along for table top playing I found it had turned the switch on while it was in the bag. Its also kinda big, so definitely keep it at home. If you want portability go for the SN30 Pro, if you want comfort, go with this.Overally I think its a great controller, my biggest gripe is the price.",5.0 out of 5 stars,Verified Purchase,The most comfortable switch controller to play docked,M. Canales
"Reviewed in the United States on April 3, 2021",One person found this helpful,"I'm one of those guys who only writes bad reviews, or rarely cares enough to write good ones. I bought one of these, and I think these controllers could be the most comfortable for the switch. There is a problem with the left joystick however where there is slight feedback drift. I found this out while playing pokemon. For the first one, every once in a while when I either pull the stick all the way to the left or all the way up -- and for the second one it was all the way up or all the way right -- the controller would track briefly in the opposite direction after I released the joystick. This would foil attempts to evade pokemon, and interrupted normal navigation of the game at times. This is incredibly stupid. I'm not going to pay for this controller until nintendo fixes their pro controller lineup completely. Completely ridiculous to pay for a controller at the same price as a playstation or xbox controller when the latter almost never have errors at that price point.",2.0 out of 5 stars,Verified Purchase,The smallest error during gameplay -- unacceptable. Two units tested.,Scalting
