postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on October 24, 2019",3 people found this helpful,"For starters always check sd cards with h2testw and if it passes that you're golden. Now, on to some other ""issues"" that people complain about. Formatted space of any storage will be less than the advertised, because of how storage manufacturers interpret storage space vs operating systems. Then for the speeds, they are ""up to"" so check reviews that show the real transfer speeds. As for the green pcb on some of the sd cards, mine has it as well, but performance and capacity are in check, so it's just a manufacturing difference that has no implications. After all that if you still think your sd card is fake you can contact SanDisk with your sd card serial number to verify.",5.0 out of 5 stars,Verified Purchase,Don't fall for the fear mongering of other reviews,Jae
"Reviewed in the United States on December 27, 2018",8 people found this helpful,I own a Samsung Galaxy S7 not the S7 edge and wasn't sure if it could support it but luckily it did! I didn't know the difference between A1 and A2 so I bought the 400GB A2. Omg the transfer speed no matter if it's a video or high quality pic or how many you have to transfer at a time is blazingly fast! I had to free up phone internal storage and some apps were able to transfer and the apps work fine when I open them. I dont trust the off brands so you get what you pay for. I trust brands I know and Sandisk is trustworthy. I'll buy another once I get a Gopro Hero 7. I'm really happy purchasing the microSD card. The product deserves 5 stars.,5.0 out of 5 stars,Verified Purchase,Works perfect for Samsung Galaxy S7,Amazon Customer
"Reviewed in the United States on December 3, 2020",One person found this helpful,"Rest assured that these cards perform as advertised. If your speeds vary, its perfectly natural. What's advertised are the card's TOP speeds, and what speed it reaches in practice depends on on your setup, including the computer used to test the cards, the methods used to test the cards, the methods used to plug it into your PC, and various other factors.The most important thing for you to worry about is getting a fake card. I have NEVER, EVER gotten a fake card through Amazon. Make sure you buy from the right product page and from the right seller, and you will never have issues. If your product page is the official one (which this one is) and you buy it NEW from Sandisk's actual store, shipped with Prime Shipping (if you're a member) from Amazon.com (the main offer on this page, currently), then you will NEVER get a fake card. It DOES NOT MATTER if other available sellers are shipped from Amazon.com; they are NOT Sandisk, and they are NOT Amazon themselves. Amazon's only job in that situation is to store and ship the product that seller is providing, NOT to open up the box to see if its fake. They are only responsible for items THEY are selling. On any product page, if Amazon is NOT the seller of the item, then its up to you to know who you are buying from and if you can trust them. In this case, if you buy from Sandisk, you will get the real product every single time, plain and simple.These high capacity 512gb cards are supposed to have a little junk in their trunk, by the way. The little black bulges on the rear of these cards should be more comforting than alarming. Also, you WILL have access to less than 512gb of space. A small portion of every single card or storage device is taken up with things that help the card function, and the rest is given to you for storage. The larger a card or storage device is, the bigger this invisible part of the card usually has to be. Having access to all 512gb of space would give the card no space to actually function. (In fact, if your card lists 512gb of available space, that's probably a red flag that you may have a fake card lying about its capacity)If you suspect you have a fake card, try filling it up with junk. If it creates problems during the transfer, its probably fake. If it says that you were able to fill it up successfully, try opening various files on the card to see if they open. If they don't open, you probably have a fake card on your hands. You can also use some of the numerous free testing tools available to check your card, like ""Check Flash"" or ""FakeFlashTest"". There are tons of them you can use, thanks to many people like you that hate fake cards and USB drives!",5.0 out of 5 stars,Verified Purchase,You need to actively ignore people complaining about read and write speeds.,Darrow Nemecek-Gulack
"Reviewed in the United States on November 12, 2019",6 people found this helpful,"Ordered 1TB card, received 32GB card. Printing on card is 32GB, paper sticker on back of package claims 1TB. Unwilling to open and jeopardize ability to return. (Sorry - earlier submitted review with incorrect order size of 512GB).Update: Applied for return, received replacement 1 day later. New card is 1TB. 8 hours of testing with h2testw showed ability to fill without overwriting. Speed is not as advertised - sustained write speed was 69.2 and read was 72.1. This was using the supplied adapter plugged directly into the SD card port on my 2 day old laptop. However, the advertised top speeds are always ideal situations and not reached for sustained use. Last photo shows old and new cards together (old one is going back today).",1.0 out of 5 stars,Verified Purchase,"Ordered 1TB card, received 32GB card",SomeGuy
"Reviewed in the United States on February 20, 2021",One person found this helpful,"This card reader adapter works great once the micro SD card is in just right. However, about 80% of the times that I plug a micro SD card into this adapter, the pins must not make contact, because the computer doesn't notice the card. I then take the adapter out, unplug the micro SD card, and replug it in, and plug this USB adapter back into the computer, over and over, maybe 10 times, getting more frustrated every time, until the pins somehow make full contact. The same micro SD cards work 100% of the time in other devices and other card readers. I bought a competitor card reader after a month of frustration with this and can feel the difference between the SanDisk's loose connection and the new one's solid connection. Oddly, it is still almost impossible to get the micro SD cards out the SanDisk card reader, because the bezel covers up 99.99% of the micro SD card. The competing product has worked 100% of the time, and has ample room to remove the micro SD card with one's bare fingers. The saving Grace of the SanDisk card reader is that it is extremely fast. Still, I would never buy this card reader again.",1.0 out of 5 stars,Verified Purchase,The cards are great. The Card reader is not worth your time.,Aaron Schlaegel
"Reviewed in the United States on June 13, 2020",One person found this helpful,"I use this to expand the memory in my Surface Book laptop with an internal SSD of 512GB. WIth this card semi-permanently installed in the laptop's SD slot I can keep all my photos on the laptop. They appear as a D drive in the computer and are easily available from there in Lightroom.This is a fast MicroSDXC card. And huge. The price has decreased markedly, now nearly half the original $450 price of a year ago.If you have a computer with a dedicated SD card slot, this MicroSD card can expand your laptop's storage without protruding beyond the edge of the notebook chassis if used with an adapter in place of a regular SD card.And now the price for 1TB is $249, making this roughly $.25/gb. The cost per gigabyte sweet spot seems to lie at the 256GB level, with SanDisk storage in that size range costing $.16/gb and Samsung just a bit more. At this price, it's cheaper to throw a MicroSD card in a slot than to try to add storage to a non-upgradeable computer like the MacBook Pro or SurfaceBook. But if you do go this route, remember that flash memory of this sort is less reliable than a disk. Don't use it for irreplaceable or mission-critical content.I use this BASEQI Aluminum MicroSD Adapter for Microsoft Surface Book & Surface Book 2 13.5"" adapter. Other manufacturers also make adapters that permit a MicroSDXC card to be used in place of an SD card as a semi-permanent addition to laptop memory. The adapter allows the card to fit entirely within the laptop frame (usually impossible with full-size SD cards in modern laptops which only provide shallow ports), becoming nearly because the adapter's slim exterior portion matches the laptop's surface. Search the adapter maker's other listings and you will find similar products for MacBook Pros with SD card slots.Throughput between this and the laptop's internal SSD iaveraged about 30 MB/sec with a folder filled with pictures.",5.0 out of 5 stars,Verified Purchase,1TB MICROSDXC--use it to add memory to your laptop...,Nebti13
"Reviewed in the United States on June 6, 2019",8 people found this helpful,"The card reader worked well initially. Sadly it did not last a month. I only used it no more than three times, transferring a total of no more than 100 megabytes through it. Recently, when I inserted it into the USB port, no drive was mounted. I tried several times to no avail. I took the microSD out the card reader, inserted it into an SD Adapter, then placed it into my laptop. The drive was immediately mounted. So now I am certain the card reader no longer works. A total waste of money. Do not buy this item unless you are willing to waste your money.",1.0 out of 5 stars,Verified Purchase,Totally Disappointed,D. Taitt
"Reviewed in the United States on February 12, 2020",3 people found this helpful,"I used this for a little over a month, not too extensively, but it no longer writes data. Not able to format, clean, write data or remove the partition. I get write errors when trying the format. When copying new data to it, the copy completes without an issue as well as deleting files without any error, but the files do not write or delete and if trying to reformat I get a un-writable boot sector error. There is 169GB of data on the device that I am not able to remove regardless of the tools used. Amazon support helped diagnose the issue and an RMA to SanDisk has been submitted.Even though this has occurred my track record with SanDisk products is quite exceptional. Out of the 1,000s of removable memory devices I have purchased over the multitude of years, my satisfactory level is still at the top. Never had to work with SanDisk support so this will tell the tale from that aspect.",1.0 out of 5 stars,Verified Purchase,Write failure in less than 2 months,pcoats
"Reviewed in the United States on November 23, 2019",One person found this helpful,"I bought the SanDisk 400 G Extreme to add storage to a Surface 4 laptop, which has a Micro SD port. I had a SanDisk 128 G Ultra card in the slot, but it was not good performer (46 MB/s read, 20 MB/s write) The SanDisk Extreme is almost twice as fast in reads (72 MB/s) and over three times as fast for writes (67MB/s), so it is a better solution. Plus it has about over 3 times the capacity of the 128G card. As other reviewers have stated, you need the SanDisk MicroMate USB 3 microSD card reader ($12) to achieve max speeds (163 MB/s reads, 101 MB/s writes). The USB card reader also worked about the same in a USB hub. See pics for scores. Using the USB reader is not a solution for me as I use the Surface's one USB 3 port for other things. All in all, the Extreme Micro SD is an ok way add storage to a Surface 4 for non-speed sensitive files like Word docs, pics, etc. If you want much, much better transfer rates, buy a small external SSD like the SanDisk Extreme, Extreme Pro, or the Samsung T5. It will cost about the same as the micro sd card. Of course, you will lose your one USB port and will have a cable and drive hanging from your Surface. Also there is the potential for the cable being pulled out of the USB port. Using a small USB 3 thumbdrive or using the Extreme in its USB reader will be a cleaner, slightly better solution than just using the Extreme card in the Surface's micro card slot, but again you lose your one USB port. In closing, I cannot speak of the long-term relability of using a micro SD for storage on a Surface, so I would definitely back up the data on a micro SD card to another storage device. In fact you should always have two or more copies of data you don't want to lose!",4.0 out of 5 stars,Verified Purchase,Ok potential  additional storage solution for Surface 4 Pro,DE
"Reviewed in the United States on February 12, 2019",12 people found this helpful,"I took me over a month to really test this reader and now I feel like I lost $13. It craps out while transferring a large amount of files. Luckily I had another reader to finish the job, but for a while I was freaking out thinking that my 256Gb sd card was the culprit. Bad, bad reader.",1.0 out of 5 stars,Verified Purchase,Test it right away,PenPaul
"Reviewed in the United States on July 17, 2019",5 people found this helpful,"I got the big one, the 1TB, and it does not appear counterfeit. I have it snugged into the SD slot of my thunderbolt dock on my USB-C MacBook Pro. I figured it would be a good place to stash large files that I only need to access occasionally, and it would take up less desk space than an external drive. May be more reliable, too. The read/write is about 80 MB/s in this setup. Much slower than a typical USB 3.0 external HHD - but, again, I can't even see it. I can also see myself slipping it into my camera when needed.Is the price worth it? Only if you want the space in a small form factor.",4.0 out of 5 stars,Verified Purchase,"Mine was not counterfeit. Not great as an ""external drive""",danno
"Reviewed in the United States on January 30, 2020",One person found this helpful,"*UPDATE*Your adapter matters far more then you think. I do get advertised speeds when using my Kingston USB 3.2 MobileLite Plus UHS-II card reader. However when using ANYTHING else, the scores are underwhelming...that speaks more to the lack of quality of most USB MicroSD card readers then the MicroSD cards themselves.I got this card originally for my Raspberry Pi, so I didnt go for a 128gb card because its not really needed for a Raspberry Pi certainly not with the projects im using it for. The Pi ran pretty well on it, but as time passed and I looked into benchmarking, I took it out of my Pi, cleared it and benchmarked. I have seen quite a few benchmarks from people running an older version of Crystal Diskmark then me and with a 128GB card that performed as advertised spec-wise...but my benchmark tests were a bit underwhelming, my suspect is the adapter so I will be buying a USB 3.2 adapter and see how that goes, I just hope it works for all cards and not just the cards of the brand who makes the adapter. I tested all of the following methods on 2 different computers both using USB 3.1 Gen 1 SS ports, with a USB 3.1 card reader(Transcend USB 3.1 Gen 1) which has shown in the reviews of it here on amazon to benchmark around the same as my results show, nothing above 95mb/s, so I do believe its bottlenecked at the adapter. I used Crystal DiskMark 7, I also tested using h2testw and doing an actual file transfer. The results are as follows:Crystal Diskmark:BEST results, using peak performance test:95mb/s sequential read70mb/s sequential write7.5mb/s random read3.42mb/s random write1838 read IOPS834 write IOPSAGAIN, this was THE BEST results I got by far with Crystal Diskmark, other tests with the same program didnt do as well, and this is nowhere near the IOPS performance that it should have. This is A1 level IOPS performance.H2testw performance: (writing/verifying entire card)57.4mb/s write73.5mb/s readReal life file transfer. Using 6GB folder:Peak write speed: 61mb/sConsistantly around 35-40mb/sDropped as low as 9mb/s, and CONSISTANTLY dropped as low as 10-20mb/s, and this is a SMALL FILE.I have photos I can upload as verification but this review is not letting me.The Sequential Read speed and Random read/write on MUCH cheaper cards match this 64GB card, the only noticable difference is sequential write is faster on this(SanDisk Extreme) card then others.For comparison I used a 32GB Kingston Canvas Select Plus purchased from MicroCenter (A1/C10/UHS-1/V10 rated) it got VERY SIMILAR benchmarks outside of sequential write which is was significantly slower(17mb/s)...but all random read/write and read speeds were the same.Kingston Canvas Select Plus results CrystalDiskMark results:Sequential read: 95mb/sSequential write: 17.6mb/sRandom Read: 6.62mb/sRandom Write: 3.27mb/sRead IOPS: 1615Write IOPS: 800Will update when I have a better higher speed working adapter. One concern I do have was in the real world transfer test the speeds dropping significantly, and the h2testw...but maybe that could be the adapter as well? Seems unlikely but I suppose its possible its not able to sustain the speeds.Good card, well see if its great when I get a better adapter.",5.0 out of 5 stars,Verified Purchase,get yourself a USB 3.2 UHS-II MicroSD card reader for true benchmark scores.,Ed C
"Reviewed in the United States on May 2, 2020",4 people found this helpful,"I'm using the MicroSD card reader for transferring 3D printer files back and forth from my desktop PC to my 3D printer in another room. I had an inconvenient card reader, decided to purchase this one. Have never had issues with SanDisc products before. Have many of their cards. After the third plugging in of the card reader, I get the USB connected chime, but any card plugged into the reader will no appear connected. Invisible to the PC. Trying the old card reader, no problems with the cars.....Well, tried another computer, same result, cards are undetectable through the SanDisc card reader. THREE uses. I'll be sending back BOTH, ( I had bought two because they were cheap, but I won't be keeping the unopened one either).",1.0 out of 5 stars,Verified Purchase,Card reader failed after 3 uses. THREE.....,ToolmanJohn
"Reviewed in the United States on August 7, 2018",6 people found this helpful,"I bought a GoPro camera and used a different card in it only to find it had a bunch of errors and pixelation. I upgraded to this class 10 3 card and recordings were clear and crisp. Overall, I recommend this card for anyone wanting to record in 4k, as it does what it is supposed to in that regard. 5/5 stars.If you found this review helpful, please show some love by clicking the ""Yes"" button below. If not, click “No”. It really helps me to know which of my reviews you guys and gals like and dislike! Thanks for reading!",5.0 out of 5 stars,Verified Purchase,Great for use in a 4K camera,Zero Ehxe
"Reviewed in the United States on April 11, 2019",11 people found this helpful,"Like many have mentioned I too got a fake. The speeds are extremely slow, nothing even a quarter of the read/write speeds its supposed to be. I threw away the packaging so I'm stuck with a slow knockoff card now.",1.0 out of 5 stars,Verified Purchase,"Fake card, extremely slow, takes almost a minute to load ANYWHERE.",G$$
"Reviewed in the United States on December 2, 2020",2 people found this helpful,"I just received this SanDisk USB 3.0 Micro SD *CARD READER* today. I'm not sure why there are review on this page of SD cards - but that's not what this device is. IF you're looking for review of the CARD READER ONLY that plugs into your USB port and takes little Micro SD cards inserted into the device, this is the review you're looking for..... . . .IT'S GARBAGE! I've used several SD cards in this device - every single one of them were SanDisk branded MicroSD cards of varying storage sizes. This thing cannot manage to keep a solid connection with the SD card inside of it - you have to press firmly on the card and keep your thumb pressed firmly on the card for it to connect with the reader. Once you take your thumb off of it, goodbye to the communication and hopefully something didn't get corrupted in the process. It's not a bad USB port on my laptop - I can plug in other USB devices into the same port with instant connection no issues at all. It's not the Micro SD cards - 2 of the 4 that I plugged into the device were brand new cards right out of the packaging and all of the 4 MicroSD cards that I tried had the exact same issue - so it's NOT a ""dirty card"" issue. This thing is garbage. Don't waste your $12 expecting a solid ""SanDisk"" branded device - this is not what I'd consider a solid ""name brand"" device... Avoid...LEGIT AVOID!",1.0 out of 5 stars,Verified Purchase,Sandisk CARD READER ONLY - STAY AWAY!,Trevor M.
"Reviewed in the United States on March 25, 2021",One person found this helpful,"I ordered the 1TB memory card using my fiance's account so that I could have a lot of memory for my Nintendo Switch and it did not disappoint!!!For the people who are saying that this card is fake because the read or write speed is below what is listed, or because when you insert it into your device the available memory listed on your device is lower by about 20 GB, you just don't understand how memory cards work. You will have less than the actual memory listed on the package available because your operating system utilizes some of that memory to work properly (don't forget that the operating system and your system files share this memory) and your read and write speeds are dependent on what device you are using. The listed read and write speeds are just a maximum of what you COULD see depending on several different factors.I purchased my 1TB memory card last May and it's still working beautifully and I have transferred data from one SanDisk memory card of a smaller capacity to the purchased 1TB card and even the smaller capacity one still works just fine and I purchased it years ago. There are legit ways to tell if your card is actually counterfeit or not and no it's not by looking at the back of the card or the amount of memory on it. In fact, If you have read this and are actually still concerned that you have a counterfeit SanDisk memory card then here is what SanDisk says straight off of their website:""All genuine SanDisk memory cards should have a serial number and a manufacturing country's identity. You can not determine the authenticity of a SanDisk card from an internet stock photo.You can not determine the actual memory capacity of a counterfeit memory card by simply viewing the capacity displayed by your computer, phone or camera.""So if you think that your card is a fraud and you reside in the United States, then you can contact SanDisk's customer support here: https://kb.sandisk.comI hope that my review is at all helpful to at least a few people and that those who actually do end up receiving good cards but were confused by other reviews gain some clarity, and those who think that their cards are not legit can actually get support from SanDisk.",5.0 out of 5 stars,Verified Purchase,"Not Fake, Amazing Memory Card! Don't be misled!!!",Charleston A Battle
"Reviewed in the United States on September 3, 2019",2 people found this helpful,"Bought on Prime Day the 512 GB, but the ""512 GB"" font didn't look right to me. The backside was also a greenish hue (compared to the 400 GB Extreme which was black), made me worried.I emailed SanDisk Global Customer Care the above images (plus the backside with the serial numbers not included here), and based on their visual analysis, replied back saying the 512 GB was authentic.I'm sure it's not just me, the font style looks nothing like the stock images on Amazon, or even the SanDisk website! All the other capacities I own look the same except the 512 (32, 64, 200 Ultra, 400 Extreme).As for the actual performance, it does read & write fast in my phone. That said, I'm on the fence on whether it is really worth the extra A2 speed inside my cellphone. I realized I'm mostly using this for storage, but occasionally record 4k videos which never reaches 50 Mbps write to the micro SD. Until my internal storage is stuffed full of apps I'm going to keep them on the 10x quicker internal memory, meaning the A2 rating doesn't apply. My use case may not allow this card to fully shine, yet I wasn't sure the Ultra series was quick enough on the write. Perhaps Samsung's offerings also hold a good balance between price and performance.",5.0 out of 5 stars,Verified Purchase,"512 GB font looks different, SanDisk says authentic",Something goes here.
"Reviewed in the United States on March 24, 2019",One person found this helpful,"Perfect for temporarily or permanent use for Android SmartphonesThis type of SD-card is the best way to transfer/store date as a backup or if you're planning to move data from old phone to new one.SanDisk EXTREME SD-card is blazing fast BUT, I don't recommend using it with PC to phone or the oppositeFor best transfer Speed and ease. Use it within your Smart mobile phone.Or you use ""WIFI transfer"" weather coping or moving data from the (SD-CARD to SD-CARD) or (SD-CARD to Internal) or (internal to SD-Card) MemoryIn My Case scenario: My smartphone screen glass was broken and I needed to hand the phone to the workshop to fix the screen.All my data are were stored in the phone and both my existing phone internal 128GB memory and my old 128GB SD-card was almost full!I wouldn’t hand in my device to the workshop with all my private data inside!So I bought 400GB SanDisk Extreme and this capacity was more than enough to do the jobI struggled finding the best way to copy all internal and external data from the phone at the beginning, I tried using Wi-Fi Transfer app but it did not copy all data for some reasonFor example I had a folder of 900 pictures and after the coping was complete the newly copied folder had less than 900 photos!Therefore I searched the WEB for the best/fastest/& accurate copying method anf the answer was the following:The fastest way was to insert the new 400GB sd-card and move all internal memory to the new 400GB SD-CARD first, then when the internal was almost empty. ( next Removed New SD card and insert Old SD-card)Then I copied old SD-Card Data to the phone internal memory. ( next Removed old SD card and insert new 400GB SD-card)Then I repeated copying all internal to the New 400GB SD-CARD and reorganizing things later was so easy and fastGood Luck",5.0 out of 5 stars,Verified Purchase,DanDisk 400GB Extreme,S3oodan
"Reviewed in the United States on August 2, 2019",2 people found this helpful,"Note that I'm writing this review in Aug 2019. If you're reading it in 2020+ you are probably laughing at how pitifully small the capacity is of this card, however at the time of writing, the 1TB cards hadn't shipped at reasonable prices and this is a lot more affordable than the 512GB card.So I really like Sandisk. They do good things with flash memory and this card is no exception. It's fast, reliable and of course compatible. However be aware, some electronics may not work correctly with the larger capacity. I bought this for a GoPro Hero6, their web site says a v30 Sandisk Ultra card >=32GB is supported, however this will not work correctly. Apparently they decided that 256GB is the biggest card that will be made. Even their Hero 7 only supports the smaller cards. This is obviously not the fault of Sandisk, Gopro is not keeping up with the times, which is sad and will probably hurt them in the long run due to competition. So double check the max capacity supported by your device before you buy, because some electronics vendors are slow and/or lazy and haven't caught up to the current capacities.For my Samsung phone and other camera (non-Gopro) devices, there is no problem with 400GB of storage. if you need this much storage, this is an excellent option.BTW, this card does work to record 4K60FPS on the Gopro Hero6 Black, so you can use it, the camera just won't play the video back on the camera's screen, the camera locks up and needs to have the battery pulled. If I use the GoPro Quik software to transfer it to my computer (Mac) it works fine, so it's clearly a bug in the camera software. 4K24 does work correctly on camera, just not 4K30 or 4K60. Go figure.",4.0 out of 5 stars,Verified Purchase,Another great memory card of super high capacity - watch for max size compatibility problems,Richard S
"Reviewed in the United States on February 23, 2021",One person found this helpful,"Each of my 3 computers instantly recognized the card reader when inserted into a USB 3 port; however, the card reader failed to read 7 different sizes and brands of MicroSDXC cards (Windows showed the card reader in Disk Management as a USB drive with no media inserted). Tried same cards on 2 other brands of card readers and they were instantly recognized. Weirdest thing is that the only card it read properly was a Lexar 500GB MicroSDXC, whereas it failed to read its own brand of card (a Sandisk Extreme 128GB MicroSDXC). returned it and bought a Kingston MobileLite Plus USB 3.2 microSDHC/SDXC UHS-II Card Reader (MLPM) which has superior specs and card compatibility, for $5 less and it works perfect on all my PCs.",1.0 out of 5 stars,Verified Purchase,"Card Reader Reported ""No Media Found"" On 3 Different PCs Running Windows 10 Pro 20H2",Exciter
"Reviewed in the United States on February 27, 2019",9 people found this helpful,Tested the card with H2Testw and it is real after 6 hours of write test proved successful after that I just registered to SanDisk using its serial number to double check and tada approved and lifetime warranty,5.0 out of 5 stars,Verified Purchase,Ordered the 400gb U3 A2 Micro SD CARD. IT'S REAL,Why Me
"Reviewed in the United States on June 14, 2020",One person found this helpful,"I've got this card for a total of $250 (Tax amount added to it) when it was on sale for 12% off saving $30 and a free fast 2-day shipping too from Amazon prime membership. I bought this mainly for my Nintendo Switch console so that I don't have to switch SD cards back and forth for my digital downloaded Nintendo Switch games. I have the first edition of Nintendo Switch bought from 2017 (Not the new Nintendo Switch from 2019, the first one from 2016/2017 with a person's hand logo on the original box) and I can confirm that it 100% works for the Nintendo Switch console. I'm 100% sure it will work on the new Nintendo Switch from 2019 too since that version from Nintendo is the updated/better version of the Switch (You can look it up Google search if you're unsure of the 2 different varieties of Nintendo Switch consoles.) If you plan on moving your saved game data files from the old SD card to this newer one, make sure you watch some YouTube videos first on how to save the old backup save data files and then inserting it into the newer SD card before installing the newer card to your Switch. If you want to use it on a brand new Nintendo Switch, then I would suggest just inserting in the SD card after you've finished going through the installation process of setting up your new Nintendo Switch console. After inserting in the SD card, it will ask to auto system update to where it will restart your Nintendo Switch. Once you've done that, you can go to the Data Management next in System Settings and see your Nintendo Switch with this new 1TB SD card being installed to it having a total of 920~ GB of space which is pretty good considering I have over 35+ digital downloaded games and apps. I still have over 700+ GB of space left after redownloading all of my games back from the Nintendo eShop. So if I were to buy more games in the future, I will still have so much space left to use on this single card without having to switch in multiple SD cards back and forth just to play the games I want on my Switch.",5.0 out of 5 stars,Verified Purchase,Great sale deal for its capacity value,Qiyana
"Reviewed in the United States on January 8, 2019",6 people found this helpful,Works For My Tesla Model 3 Dash Cam! This worked will with the SanDisk High Endurance microSD card with this reader. I have not have issue with the Tesla Dash Cam corrupting the data. It stays green now for the my Tesla Model 3 Dash Cam. Get this one if you wanted to run it smoothly.,5.0 out of 5 stars,Verified Purchase,Works For My Tesla Model 3 Dash Cam!,Master Q
"Reviewed in the United States on March 11, 2021",2 people found this helpful,"In short this is a great card and it's speed falls close to it's advertised speeds. ADVERTISED ACTUALREAD: 160 MB/s 149 MB/s (93.13% of advertised speed)WRITE: 90 MB/s 109 MB/s (121.11% of advertised speed)The results above are from the SanDisk Extreme 128 GB card, SDSQXA1-128G-GN6MA bought in Q1 of 2021.Unfortunately, there are MANY fake SanDisk cards on the market everywhere and they can be very problematic if bought and used. I highly suggest you test ANY sd card that you buy. In general, I always want to get at least 90% of claimed speeds. Different hardware or software optimizations can make it to where you may not get speeds as high as claimed, but if you are close to them, close is good enough.Only read on if you are researching SD cards and verification or are just a nerdy person like myself.When looking up SD cards it's important to keep a few things in mind:* Investigate the claims for speed if it is important to you. The card may say xxx MB/s write speed* That asterisk may reference that the speed is only guaranteed when using a certain software. Since you might be like me and installing the card into a phone, that phone will most likely not use that software so the speeds will be lower. For a more real-world speed, look at reviews who have verified the speeds either in the device that you plan to use it in, or by other software to benchmark it.* Always test the speed of the card once you get it (The speeds above come from a program known as H2testw)* Always test the storage capacity of the card.* I highly recommend that you test your card using H2testw. It tests the two most important things about your storage: actual speeds, and actual storage. Fake or faulty cards cannot hit their advertised speeds. Fake cards often are edited to report a false storage to your computer. Say you buy a 128GB card and you read the size in Windows, 119 GB. Seems close enough right? Well this is not a guarantee of the real storage capacity. The card could be a 4 GB card that is written to report itself as 119 GB. For the first 4 GB of space or so there will be no issues with the card, aside from likely slow speeds, since fake cards often use slower, cheaper memory. After writing these 4 gigabytes however, you will inevitably have data corruption. The original 4 GB stored on the card will start to be overwritten by the next data to come. This can result in a total loss of date. This is the big danger with fake cards. It's one thing to have a slow card, but another thing entirely to lose your data. You could lose valuable data and there are times when this data cannot be recovered.* Know that your storage space will always be less than advertised. In my case, my 128 GB card has an actual storage space of 119 GB. This is in mainly due to the fact that the advertised capacity is often the unformatted, ""RAW"" size in decimal (base 10) storage. However, your computer reads storage in binary (base 2) storage. In this case, if we take 128 GB of decimal gigabytes and convert it to binary gigabytes, we get 119.21 binary gigabytes. When your card is formatted, it is formatted using base 2 since your computer understands binary. Decimal is essentially only used for advertising as far as us typical consumers are concerned. H2testw will test the true capacity by filling the entire card with however much information it can put into it, then reading it back and verifying that the information stored is correct. A fake card may be 4GB and allow 119GB to be written to it, but when the information is checked, there will be discontinuities in the data and the fake card will be exposed as such.Good luck finding a card that works for you.",5.0 out of 5 stars,Verified Purchase,"Good Card, Accurate Speeds",A. Cruz
"Reviewed in the United States on April 19, 2020",2 people found this helpful,"I saw rumors that this 1Tb sd card would fry my switch, but after spending the last three days of non-stop downloads (accompanied by a 3.0 USB ethernet adapter) consumed 716Gbs of the 960Gbs available (pre-allocated space is normal on new storage devices) 244Gbs remaining. No issues whatsoever, I really can't recommend this 1Tb sd card enough if you have the money to get it. Being able to carry over 250+ games to bed or the bathroom is pretty cool (Work from home). It would be nice to see the price come down from $260+, but I'm extremely happy with what this allows me to do regardless of what I paid for it.",5.0 out of 5 stars,Verified Purchase,Perfect for my unreasonably large digital Switch library,craig barber
"Reviewed in the United States on April 17, 2019",2 people found this helpful,"I ordered 2 x 128GB micro-SD cards and was hesitant after reading several reviews that people said they’d received knockoff/fake cards. One of the criteria they list is that the cards weren’t as fast as SanDisk indicates. Part of testing a card means you have to test it on a device capable or reading and writing at the speeds they list the cards are capable of. If your computer can only read and write at 30mb/s then that’s as fast as the cards will operate. I think people think that magically if they put a fast read/write card into a device that the cards should read/write at those speeds not taking into account what the specs are of the SD reader/writer. There are definitely videos online that will teach you what to look for to determine fakes with packaging, printing on the packaging and cards etc. I’m not saying fake cards aren’t on the market, but you’re more likely to get fake cards on eBay or some shady site. None of the 14 x SD and micro-SD cards I’ve purchased on Amazon have been fake and I’ve used them over periods of years with no issues. If you’re concerned about fakes then educate yourself on how to identify fake packaging and printing and if you get a card in and you identify that before you tear open the packaging then Amazon is always the easiest place ever to return them for a refund.",4.0 out of 5 stars,Verified Purchase,Educate yourself,Rand Ningali
"Reviewed in the United States on March 17, 2021",One person found this helpful,"I was using this card in my Samsung S9+. I started getting alerts that the card was having problems and the phone kept locking the card into read-only mode. I removed it from the phone and plugged it into my computer. The PC also had problems reading from it. I contacted Sandisk and they issued me an RMA# and return label. I did not have to pay for shipping. About 5 days later, I got an email saying they had received my card, verified it was faulty and sent me a new one. So, minus 2 stars for the card dying, but I cannot give the product 1 star overall because the customer service was solid. Failures happen. I understand.",3.0 out of 5 stars,Verified Purchase,Died in 10 months. Painless RMA through Sandisk.,Hey Hey Trojan
"Reviewed in the United States on January 19, 2019",10 people found this helpful,Speed is MUCH lower than advertised.. Tested read is 84MB/s and Write is 58MB/sDo not buy as it can be easily dead anytime because of bad quality. It's either fake or counterfeit,1.0 out of 5 stars,Verified Purchase,Another Chinese counterfeit product,Pluto
