helpful,name,postDate,reviewBody,reviewTitle,starRating,verifiedPurchase
One person found this helpful,gee,"Reviewed in the United States on March 17, 2019",". If you're really looking for something that will exceed in performance, go for the model with an MRC coating.",Must have to protect your lenses,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Zoe Chan,"Reviewed in the United States on June 4, 2016","I had bought this a few times before for my other lenses. So one time when I was shooting photos for a baptism, the windows were behind the subject and I got these weird glares that only came up on my photos. These greenish glares had been happening for a while and so I tried taking the protector off and bam, the green hues disappeared. I bought them hoping to be a first protection from dust or cracking of the lens, but if it makes such a big difference in the photo, I'm not sure if I will use it any longer.",Casts greenish hues when facing windows.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Stephanie,"Reviewed in the United States on July 27, 2016",Purchased this item along with The Quick-Change filter Adapter (link below) sold by Lensmate strictly to protect the lens on my Canon G7X. It was a great and affordable option to protect my lense at all time. I am quite happy with it and would not go without now.https://www.amazon.com/Canon-Change-Filter-Adapter-LENSMATE/dp/B00RBF689E/ref=sr_1_1?ie=UTF8&qid=1469652663&sr=8-1&keywords=G7X+filter+adapter,Great product to protect lense,5.0 out of 5 stars,Verified Purchase
One person found this helpful,R Cheney,"Reviewed in the United States on January 22, 2018","Does exactly what it was intended for. I should have bought these some time ago. I'm kind of embarrassed about that. Photos look noticeably better.I bought 3 of them... and although one package was empty, they immediately sent out a replacement without a problem. Thank you! I expect to place additional orders with this seller again.",Perfect!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Josi Kim,"Reviewed in the United States on April 1, 2013","This is the kind of thing you buy when you have absolutely no money and just needs something to temporarily protect your lens. To simplify here are the ups and downs.Ups:-Good build quality. Glass is nice, smooth and without any noticeable warps. The frame is pretty solid for what it's worth.-It's dirt cheapDowns:-The threading on the frame is OK. It screws down all the way, but it's not very smooth. The biggest downside is that the OEM lens cap won't fit snuggly. I dislike the fact that sometimes my lens cap will pop off if I don't secure it tightly, but it's difficult to tell when the cap won't fit all the way down.-There's not coating. Not even one. This will affect the IQ. Not a lot, but it's very noticeable when there's bright lights. You will see some ghosting and unintended flaring.So in the end, this could be a good insurance filter if you have nothing else to cover your valuable lenses. But try to get something doesn't compromise your IQ.","Congratulations, you just bought a piece of circular glass",2.0 out of 5 stars,Verified Purchase
One person found this helpful,Vijay Kurup,"Reviewed in the United States on February 27, 2013","I bought this for my Nikon 80~400 tele-zoom.I disappoint with its quality but then I realize this is budget and non-coated filter. However I will stick to 3 star thought it’s a budget filterIt does good job to protect the front glass of my lens however I prefer to remove during shoot, especially it is highly recommended when you shoot in direct sun or against light.Things that I like…- It screw on lens smooth, there was no scratch noise when I apply first time nor gives me feeling of damaging lens thread- Build quality is nice and the filter thickness is acceptable, tried mounting to other 24mm lens and did not find any vignetting- The lens transparency is fairly acceptable as I test on bright and dark background- Comes is good quality plastic boxFinally I will suggest to go for NC quoted filter, I will be buying one for myself soon and promise I will drop review here :)",Good for multipurpose zoom lens and not for Telezoom,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Lisa Pizza,"Reviewed in the United States on February 20, 2018","I am thrilled with this filter. Today I dropped my Nikon 5500 with an 18mm-400mm Tamaron lens straight onto the parking lot from a 4 foot drop. The filter cracked but didn't shatter, and when I finally got the filter off (I dropped it so hard it jammed the filer threads incorrectly) I was lucky to found out my lens and camera were fine. This filter was the equivalent of a bumper on a car. It kept the most important parts of my lens and camera safe! I just ordered a 2nd and will never shoot without a filter again!",Great protection!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Mike Sekaquaptewa,"Reviewed in the United States on January 13, 2014","Normally, I would have never used something like this, but I invested in the Canon 70-200 2.8L USM and thought I should protect my investment. I'm glad I did. I dropped my lens front element down and shattered the filter. I'm glad it wasn't the front element that shattered. However, I would recommend a plastic thread if you can find it. If you are accident prone like myself you will like the fact that plastic just breaks. Since this filter has a metal ring and thread, after I dropped it the lens the metal ring bent instead of snapped. Removing the the thread was a pain (via pliers/wire cutters - Oil filter wrench won't do it), and the filter thread on my lens was useless because of the bending too. If you can, don't drop your lens, if you know you might drop your lens, put a UV filter on it just in case.",I became one of the many paranoid,4.0 out of 5 stars,Verified Purchase
3 people found this helpful,michael chynoweth,"Reviewed in the United States on January 12, 2020",This is a must have filter if you are shooting outdoors. You can definitely see the difference side by side with and without the filter.This is basically use for film camera lenses. Digital cameras dont realy need them because of thier superb capabilitys. But these filters are good for protecting the glass on your lenes.,These filters protect the glass on your lenses,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Kimberly Clark,"Reviewed in the United States on February 12, 2016","This lens filter fit perfectly on my sigma 50mm 1.4 lens. It does not look to anything more than just a protector for your glass, which is all I really wanted it for anyway. It is an inexpensive way to protect your very expensive lens. The glass is very clear and did not effect the image quality of my photos in any way. I am very happy with my purchase, and for the price it makes it an even better deal to me. The lens filter comes in a hard c plastic case to keep for storage to prevent it from damage, which is also another plus.",I am very happy with my purchase,5.0 out of 5 stars,Verified Purchase
5 people found this helpful,Melinda L.,"Reviewed in the United States on December 29, 2016","Affordable enough to add in that extra lens protection without breaking the bank. I'm generally pretty careful with my lens so I wasn't too worry about them needing extra protection HOWEVER, these are great to have around when you're in areas that are particularly dusty, salty waters, misty, basically any outside environmental factors you'd like to keep off your lens, the UV filter is super handy in those conditions keeping your actual lens crap free.It's arguable whether these are even necessary but since they don't cost all that much, I made the investment. Next time I'm outside and it begins to mist, I won't have to worry about it and that's a good feeling.",Great for extra lens protection,5.0 out of 5 stars,Verified Purchase
3 people found this helpful,R. Mullen,"Reviewed in the United States on January 2, 2015","It's hard to rate these higher than a 3...you put them on your lens to keep the lens clean and largely forget about them. Besides, digital cameras don't really need UV protection. I do shoot film, though, and swap lenses between film and digital Canon cameras, so I guess in that case, it makes sense to think about UV protection.Experience says that you DO want ones that are well built, with threads that don't make a mess for the 3 times a year you take them off because you dropped your lens, to clean the lens inside or to stack another filter. You break them, you scratch them, you get another one and your lens stays nice.",you get another one and your lens stays nice.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Yingjie Miao,"Reviewed in the United States on March 11, 2014","It was my stupid idea to pair this with my newly purchased Fujinon XF35mm 1.4 lens. The only reason I bought this filter is it's cheap and review seems good, and I don't use my XF35mm frequently at this moment. (I had a B+W on the 16-50mm, because I use that more.) So I just need an extra glass to cover the glorious lens.The moment I received this filter, I can see some scratch on the edge of metal ring. Well, $5..., cannot complain that too much. The glass itself looks OK, but the boundary of the glass looks cheap and almost broken. It's like a chain of prisms, which can reflect busy lights. Bad sign...Put on the filter, took a few images. DISASTER!!! EVEN MILDEST LIGHTSOURCE CREATE HUGE ghost iamge. Think about lamp, or street light. You will ALWAYS HAVE AN EXTRA COPY OF ANY LIGHTSOURCE. TOTALLY USELESS.I have put it off my lovely 35mm lens. I would like to immediately call Amazon to get my refund. Even a waste of money for $5.Get a B+W or Hoya. Spend your $5 for a burger!","flare, glare, ghost image, whatever you call it. waste of money",1.0 out of 5 stars,Verified Purchase
2 people found this helpful,Lloyd De Jongh,"Reviewed in the United States on December 6, 2010","I have 2 Hoya multi-coated UV0 filters, both of which are more expensive than this filter. That being said, I would recommend this little gem wholeheartedly. It's a quality item for the price, if your budget doesn't stretch to a high quality Hoya filter, or if the filter is there as lens protection. This particular filter attaches mainly to my 18-55mm kit lens.I have banged the front of my lenses on 2 occasions, and have decided that I like the idea of protecting the front glass of my lenses with a filter. I'd rather break or scratch a filter than my lens, any day. One of those times I whacked the front of my camera hard enough to knock the filter off. Rather a $10 filter than a $200 lens.These work great, especially here in the harsh light, humidity, haze and dust of the Middle East. Get one, they're a fantastic item, durable, slip easily on and off and won't interfere with your photos.",This is a little gem. Get one for your lenses,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Melkao,"Reviewed in the United States on February 8, 2020","if you have an expensive lens, you must to protect your front glass no matter what, this filter is great, wont affect to much you photo quality, and will protect your lens, if you hit your lens is better that the filter breaks than your lens, this is a must have!!",nice to protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gillybob,"Reviewed in the United States on July 23, 2020",I bought this filter to protect the lens. But the filter caused dark vignetting around the edges of all photos; so I had to remove it. Too cheap.,Vignetting,1.0 out of 5 stars,Verified Purchase
2 people found this helpful,Anthony Bangs,"Reviewed in the United States on June 25, 2016","I have been happy with Tiffen filters. I live in the desert and so an optically good lense filter is cheap insurance for pricier glass. I have killed a huge number of lens filters, but I have only lost one lens to my hell of an environment. This video by Lt. Jansen impressed me. [...] I live and work where we prep soldiers before sending them to he was.I have a K3. I deal with 50-plus MPH wind all the time. Tiffen filters are my $15 sand insurance!.",I have been happy with Tiffen filters,5.0 out of 5 stars,Verified Purchase
One person found this helpful,B 31,"Reviewed in the United States on February 22, 2012","I purchased this for a 50mm prime canon lens. Have always had good luck with Tiffen products but when it arrived I noticed the glass filter was ""loose"" inside the ring allowing it to shift around slightly and make noise as it ""clicks"" against the ring. I returned it without issue through amazon and they promptly sent a new one. Initially it seemed ok, but within a couple minutes of handling it presented with the same issue. I took a few pictures with it anyway just to see how it would do.....Big glare spots...which certainly could be due to lack of talent and skill but when I read other reviews glare was noted as a problem from some users . Either way the filter should not slide around and make any noise in my opinion.I'd add a photo with the glare issues but not seeing a link to do so. Someone with more experience may be able to tell if it is the lens, the filter or the user...",Disappointed,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Mauro S. A. Anna,"Reviewed in the United States on January 12, 2017",The product is well built but the glass reflects a lot of light which means the pictures are not as good as they can be.There are much better products for some $25 which are worth the extra expense.I ended up buying another better one in a brick-and-mortar store where I could actually *see* the difference. I recommend you do the same.,Your pictures are worth more than this,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Tim Stahmer,"Reviewed in the United States on February 27, 2019","Straight out of the package, the glass is noticeably loose in the frame and rattles whenever moved. I've never seen this in any of the filters I've used in years of photography. I can't tell if the glass will fall out at some point but I'm certainly not going to use it.Part of the blame is on me, however, for buying this item in the first place. I should have expected a cheaply made product for such a low price. At this point I'm not even going to bother to return it. I'll throw it away and pay for something better at a non-Amazon local store. Lesson learned.",Cheap Construction,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Scott J,"Reviewed in the United States on March 29, 2012","The main purpose I bought this lens filter to be honest, was to protect my glass. And it does just that. For the price, you can't beat it. Now, comparing this filter to the likes of B+W or even some of the higher-end Hoya, well, its no where near as good. But ultimately it all depends on your budget and weighing the pro's & con's. It does what its supposed to. Reduces UV light and protects your actual lens from scratches or worse, potential cracks/shattered glass if you drop it (not that this filter will save your lens from a 40 foot fall, but you get what i'm saying).Overall, I'm pleased with my purchase and once I upgrade to say, some ""L"" type lens, at that time I'll invest in a B+W. But for my kit lens, this Tiffen does the job just fine. And you can't beat the price.",Decent for the price,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Kristey Fritz,"Reviewed in the United States on December 31, 2014","This thing is WORTHLESS!!! Well. . . I guess it does protect my lens from dust and scratches so not exactly ""worthless"" but the glare and ghost reflections it creates is beyond ridiculous!! I can't believe after investing in such a great piece of glass I skimped on the filter!! Will NEVER make that mistake again. I would rather spend more and get a coated filter than have 90% of my images suffer from ghost blobs! Rather than focusing on my ""pyramid"" I have to find a perfect angle so as to not get a glare from my filter rather than composing my image! So annoyed with this thing and have decided to go without and baby my lens till I can get a suitable uv filter rather than compromise my precious memories with glares from this ridiculous thing. DO NOT WAIST YOUR MONEY!!!",DO NOT WAIST YOUR MONEY!!!,1.0 out of 5 stars,Verified Purchase
One person found this helpful,D. M. Finch,"Reviewed in the United States on April 6, 2018","I've had a long career as an optician and I am quite familiar with lenses and coatings. Being into serious photography for equally as long, I expected a better product from Tiffen, a company I thought represented a 'step up' in quality. Multi-layer Anti-Refection coatings are a MUST for cameras; you need the light to go THRU the filter/lens, not bounce off, and this filter has way too much reflection. Very disappointed .",POOR AR Coating,2.0 out of 5 stars,Verified Purchase
2 people found this helpful,Amir Shariat,"Reviewed in the United States on June 6, 2012"," A lot has been said about the Tiffen UV filters so I'll keep this short and sweet. Hopefully the footage can help you see a before and after with an average lens. When I scrutinize it very closely, there does appear to be some softening of the picture, but it's fairly minimal. As many reviewers have said before, you can get some unpleasant halos and spots when shooting bright light sources.A UV filter is an absolute must have for every single lens in your bag. It's much cheaper to replace the UV filter than the glass element on your lens if anything gets scratched. Most lenses have a special coating on them which can be wiped off with excessive cleaning so keeping the UV filter on the lens definitely helps. This is definitely not the worlds best UV filter, but it'll get the job done and the price is right.",Cheap Protection for Your Lens,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Amada Haro,"Reviewed in the United States on March 19, 2017","This filter is a must have. It protects your lens glass if your camera drops or if something hits the lens while you are walking around. I have dropped my camera about waist length, without a lens hood and as I picked it up slowly expecting to have to buy another lens, the only thing that was broken was the filter. So every time I get a new lens, I purchase a filter and Tiffen is an awesome brand. It came well packaged too with no scratches.",Must Have,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Jason Stockton,"Reviewed in the United States on February 14, 2019","I am a high school yearbook adviser, so our cameras are used a lot. If the UV filter wasn't in place, I would have been replacing a $300+ lens. This is the best $7 we have spent on yearbook. Also, this is the first time we've ever had a broken one. It must have hit hard!Don't think, just buy one. Not having some type of protective lens on a DSLR camera is just ignorant.",Our saving grace,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on March 25, 2021",I love these little filters because they not only help filter out unwanted light but they also provide protection for my lens. It would be a whole lot cheaper to replace a filter than a lens within a telephoto lens.,Great protection for lens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Frank,"Reviewed in the United States on December 21, 2013","My experience with these Tiffen filters has been great.They feel solid, they are affordable and do their job. I have purchased UV, CPl and linear polarizers (to make a variable neutral density filter). However, here I'm writing about the UV.I have not had one with defects (purchased approximately 10 of different diameters). The glass is clean and reliable. I broke one due to an impact and I was glad I had it. It was like realizing you have collision on your car insurance after a crash.The threads are reliable and pretty smooth. It is unlikely for a smaller (relatively speaking) diameter filter to 'get stuck' on the lens and these are no exception. I will purchase again unless quality or price change negatively.",Like the other Tiffens,5.0 out of 5 stars,Verified Purchase
One person found this helpful,cpIdaho,"Reviewed in the United States on September 21, 2015","Worked out great. Has not given any visible drawbacks to my images and saved my lens from disaster. I was advised to get it when I got my Tonkina and it fit great. Stayed relatively clean with little maintenance. Then somehow it got royally scratched. I think the lense goblins were trying to have a go at my camera, but this little guy held strong and sacrificed itself for the greater good. (>the greater good<)I will definitely get another to replace this one. Then I can continue on with my work in search of village of the year.",Saved my lense!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Crystal,"Reviewed in the United States on December 6, 2015","My tripod is a POS, w/5 thousand levers. My first time setting my camera on the tripod, it fell on my hardwood floor - no damage. Weeks later, 2nd fall from tripod, the lense hit the floor first. My new upgraded Nikkor lense didn't shatter, because I had this Tiffen protection. I week never buy a cheap UV cover again (or tripod). I ordered a few more for my other lenses. I never thought I'd be that idiot that drops their camera, but I was one of them TWICE! WORTH THE EXTRA MONEY- IT WILL SAVE YOU MONEY IN THE LONG RUN!",It SAVED my Nikkor lense from 5' tripod fall TWICE,5.0 out of 5 stars,Verified Purchase
One person found this helpful,MAC,"Reviewed in the United States on January 14, 2021",I get some glare but this was a purchase to simply protect the lens glass. It seems to provide some UV protection and picture is clear however I do get some glare which creatively for some shots in sun are ok.,Good lens glass protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Gary Haile,"Reviewed in the United States on March 19, 2019",For the price I always buy Tiffen lens filters. The cost of this filter is cheap compared to the cost of a new lens.The quality is top of the line. Optics are clear and do not interfer with my shots.The screws are good and easy to take off and put on.,Love Tiffen,5.0 out of 5 stars,Verified Purchase
One person found this helpful,msb0b,"Reviewed in the United States on August 10, 2020","Considering how much lenses go for, this filter is cheap for the peace of mind. However, the filter can sometimes create a reflection. A little adjustment in the shot's positioning and angle takes care of the reflection, or a more expensive filter with fancier coating.",Lens protection,4.0 out of 5 stars,Verified Purchase
One person found this helpful,S. Johnson,"Reviewed in the United States on February 23, 2015","Great protection filter for your expensive lenses! Install one immediately after unboxing your lens (and using your blower to remove any dust) and you might never have to clean your front element again! Well, OK, you might have to but it won't be as often. The filter is also much easier and safer to clean; it's much easier and cheaper to replace a protection filter than a lens.Good quality glass that won't negatively affect your photography and a disposable bumper for the front of your lens.",Great protection filter for your expensive lenses!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,mdllhorton@gmail.com ,"Reviewed in the United States on October 19, 2020",Haven't had a problem with a Tiffen filter until I bought the 27mm for my Zeiss Ikon Contessamat. I can screw it onto the lens but the lens hood won't screw onto the filter. I'll keep it but may look elsewhere gor future filter purchases.,"Normally good filters, but...",3.0 out of 5 stars,Verified Purchase
2 people found this helpful,Al K.,"Reviewed in the United States on April 24, 2018",I use this primarily as dust/scratch protection because I can't always use a hood and I tend to work around construction/ industrial environments. This lens works great for that. It does add lens flare though. I can see wandering lights in my shots if the scene is dark and there's a few sources of illumination in the shot. You get what you pay for.,Okay for what I use it for. Don't expect a lot.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,CinjinSmythe,"Reviewed in the United States on July 16, 2018","I had used other Teffen products before, but this UV filter definitely affected image quality. Even just holding the filter and looking through it versus not looking through it, it was very hazy. You could also see way too much reflection off of it. I ended up going with a Hoya filter and immediately noticed a huge difference.",Noticeable haze and reflection,1.0 out of 5 stars,Verified Purchase
7 people found this helpful,Larry Placido,"Reviewed in the United States on November 9, 2019","Tiffen is a well respected name in video and photography. I'm sure there are many other cheaper filters out there. But, for me, I've always used and trusted Tiffen. You most certainly get what you pay for...",Quality glass,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,A. Ragosta,"Reviewed in the United States on March 30, 2017","The filter seems of high quality and the price is reasonable. I tested the UV absorption using a UV LED and noticed pretty minimal UV absorption (although the test was qualitative and I can't quote numbers); a polaroid brand filter for another lens seemed to perform a bit better. My biggest objection was that the filter was delivered with fingerprints on it. No, not smudges... FINGERPRINTS. Anyone who deals in camera products ought to know to keep their fingers off! Finally, for those reviews that mention lens flare - it's not really a UV filter's job to stop lens flare.",OK,3.0 out of 5 stars,Verified Purchase
One person found this helpful,Justin from Colorado,"Reviewed in the United States on March 29, 2016","Impressions: Does the job. Inexpensive filter. Wouldn't buy again though. See CONS sectionPros: -CheapCons: -Glass was loose in the filter frame. You can easily move it around while it is attached to your camera lens and distorts light slightly because of this. If the glass tilts at the wrong time, it may disrupt auto focus. Deal breaker for me.",Cheap 50mm Filter,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Mr. DR,"Reviewed in the United States on August 23, 2019","These are worthless, they turn to junk immediately. I didnt purchase for UV protection, the Lens already have it. Buy the black Olympus plastic covers with the attached strings instead.",Worth less junk,1.0 out of 5 stars,Verified Purchase
One person found this helpful,SCOOBY,"Reviewed in the United States on July 3, 2020","I got a used product. You can see from the threads. Was dusty and opened, not sealed.",Used product instead of new,1.0 out of 5 stars,Verified Purchase
12 people found this helpful,Leland1234,"Reviewed in the United States on September 14, 2018","Sorely disappointed. There was a time I could count on Tiffen quality, but this filter not so much. The filter itself rattles in the metal threaded piece. Very distracting, and the edges of the glass appear to be very rough as well... I have zero confidence that this filter will protect the lens.",Disappointed,2.0 out of 5 stars,Verified Purchase
One person found this helpful,A Z,"Reviewed in the United States on May 7, 2009","I ordered two of these to protect two new Nikon lenses. Unfortunately the lenses were backordered and arrived so late that I never thought to test these filters out, now I can't return them. :(Price: ExcellentBuild Quality: Poor! The glass in both my filters slides around as if it's too small for the threaded metal ring.Image Quality: OK in even, soft lighting; Poor in the presence of any strong light source. Both produce green ghost images when shooting in bright natural light or strong light source in dark room (e.g. birthday candles).Verdict: If you've got a lens worth protecting, you surely want good images from it, too. Do yourself a favor, spend a couple bucks more and get a better filter. I ended up with a $15 Quantaray UV filter and get no ghosts when shooting in similar conditions.","poor build quality, even worse performance",1.0 out of 5 stars,Verified Purchase
3 people found this helpful,gordon e luebke,"Reviewed in the United States on July 24, 2013","I'm just starting out with photography as a hobby, so take this review for what its worth. I got this filter to go on a Nikon AF-S DX lens attached to a D5200 Camera, primarily as a inexpensive way to protect my lens from dirt and getting scratched. I can say that the filter seems well constructed with an anodized aluminum bezel that screws firmly to the lens, and still allows use of the original lens cover. The glass is easily kept clean with just a lens cloth, and so far no scratches! I have not seen any ill effects of using the filter, though so far I have only taken shots outside during the day, and have not taken comparison shots with the filter on and off.",Quality filter for the price,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Bao,"Reviewed in the United States on August 22, 2013","Ordered on Aug 15th and received on Aug 21th. Very fast shipping to FPO address. Usually, the quickest is 2 weeks and of course, up to 2 months. Anyhow, I'm not a pro photographer or do I have to have the money to spend 100-200$ on a filter. I bought it just to protect my lenses and it does a good job. I'm still shocked how quick I received the products. To a point when the guy from the post office told me I got some camera stuffs in the mail, I did not believe him. I actually bought a 77mm, 72mm, 62mm and 58mm all together. Why buy 3 and pay for shipping when I can add the forth filter and get free shipping. I will buy from this seller again.",Very quick shipping!!!!!!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,B. Wong,"Reviewed in the United States on September 29, 2020",Tiffen is my number 1 go to UV filter for all my cameras through 45+ years of taking pictures. The latest 1 from amazon did not disappoint. Same quality as years past.,Quality filters,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Joseph Tarr,"Reviewed in the United States on April 12, 2019",This product provides a clear protective layer between the front element and the outside world. I haven’t noticed any distortion of my picture quality or any improvement in quality. My intention with this purchase was to add a protective filter to prevent damage to the front element of my lens. It works perfectly for this purpose.Cons: it did arrive with dust particulate on the filter from the packaging but was easily removed with lens cleaner and lens wipes.,Good for protection but will not improve or distort images,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Somewhere Someplace,"Reviewed in the United States on September 28, 2020","3 stars because you get what you pay for. Works great as a physical barrier protection for your lens and the filter doesn't impact image quality or focus ability in ideal light conditions like an evenly lit cloudy day. However, any bright light sources even those outside the frame will cause very visible flare and ghosting. Unless you are going for that lens flare look I would avoid this and invest in a multi coated high quality filter.",Avoid if you don't want flare. Okay in ideal light conditions.,3.0 out of 5 stars,Verified Purchase
One person found this helpful,D. Thayer,"Reviewed in the United States on April 1, 2017","This filter was a replacement for a Vivatar I purchased in a set that would not threat into a Nikkor 55-300mm. This one worked perfectly, although I was a little disappointed in that it was foggy out of the box but it cleared up with a lens tissue. I can detect no color shift nor any image distortion.",Bit dirty out of the box,4.0 out of 5 stars,Verified Purchase
2 people found this helpful,Karinnarp,"Reviewed in the United States on September 15, 2016","I got it to protect my camera lenses so it would not get scratched or break. I love it, the piece of mind it gives you is amazing. I would definitely recommend it to anyone and would purchase it again if it ever breaks. I have it for a couple years now and it works great. It fitted perfectly on my camera, easy to clean, doesn't scratch easily, mine still looks like new.",Awesome to protect your lenses,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Will,"Reviewed in the United States on June 22, 2014",It's like wearing safety goggles...for your camera.I had one of these and was filming some welding. Needless to say a spark flew right into the lens. No worries...unscrew the old and screw in the new. $5 instead of $500 for a new camera.The clarity is good for HD (1080) video but might not be enough for some crazy high resolution stills. I can't tell its there in video but can't speak for it's use on a high res DSLR. I'd suspect you may want to look at a higher quality filter. But for 1080 video - you can't beat the protection for the price.,Cheap protection,5.0 out of 5 stars,Verified Purchase
One person found this helpful,jedo91t,"Reviewed in the United States on September 3, 2020","Bad quality, hard to clean, very unimpressed and I will not be using it.",You get what you pay for I suppose...,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Jade,"Reviewed in the United States on August 7, 2017","I just use this to protect my lens from scratches, does the job wonderfully. Just a couple tips if you get it: It can produce artifacts when you shoot toward light sources, so you may need to take it off sometimes. And after a while if the glass starts rattling there is a threaded retaining ring that can be re-tightened with a needle or nail.",Worth,5.0 out of 5 stars,Verified Purchase
2 people found this helpful,Nate,"Reviewed in the United States on June 8, 2009",I picked this up to protect the lens and innards of my ,Works great with my Canon Vixia HF S10!,4.0 out of 5 stars,Verified Purchase
One person found this helpful,Donald Kandel,"Reviewed in the United States on August 11, 2020",Case came unsealed and empty!! I did not pay for air!!,Lacking quality control.,1.0 out of 5 stars,Verified Purchase
One person found this helpful,Glenn,"Reviewed in the United States on October 6, 2019",The filter I received would not thread onto my lens. I tried another 58 mm lens and it worked ok. Returned for refund.,Problem with threads,1.0 out of 5 stars,Verified Purchase
One person found this helpful,DigitalDave,"Reviewed in the United States on January 20, 2014","This is a good filter. I have never had a bad Tiffen filter by any means. Made well, glass is clean. People giving this filter 1 star because its not coated is not fair and just bad reviewing. Its NOT coated so it wont perform as one. If you are on a budget and just need some protection it will suit you fine.Now its middle of the road (hence the 3 stars). If you have an expensive lens, then you are better off with a coated version from Hoya, Sigma or B+W. This list is from least cost to best quality. Of course better quality is more money but again, if you have spent some good money on your lens, don't waste it with un-coated filters.",Perfectly fine for the cost. Be aware its uncoated,3.0 out of 5 stars,Verified Purchase
One person found this helpful,chris cuccaro,"Reviewed in the United States on May 7, 2020",Paid for new. Obviously the one that arrived was used with a scratched case and misc ink stains on the filter. Took quite a bit of buffing to get the stains off. I’ve seen other similar reviews. Obviously they don’t care or they would have fixed this by now.,"Paid for a new 77mm UV filter, received a used one",1.0 out of 5 stars,Verified Purchase
3 people found this helpful,Joel Turrell,"Reviewed in the United States on April 5, 2013","I have had this filter mounted on my lens for more than three months as of the time of writing this review. I know intellectually that there must be a valid reason that other brands cost three times more, and that some folks will cite reasons why the more expensive products are better. But in my usage, in the type of shooting which I do, I cannot see the value. This filter has not caused me any image degradation, flare issues, of other photographic problems. It has caused no mechanical concerns, like stripped or crossed threads on my lens. In short, I am well pleased and happy to have saved money to spend upon other accessories.",I can't find a reason not to give 5 stars,5.0 out of 5 stars,Verified Purchase
One person found this helpful,Amazon Customer,"Reviewed in the United States on December 6, 2011","This is cheap gear. The only things I can say it does as expected are 1) it fits, and 2) it will protect your lens's front element...mostly.The glass fits the ring poorly and shifts, letting dust get to your lens, thus requiring you to clean your lens's front element, which presents the opportunity to damage it that you were trying to avoid by installing this ""protective"" filter.The optics are questionable, as other point out.If you're broke, and just want to keep fingers off your lens, sure. Otherwise, get anything better, like a Hoya, or splurge and get a B+W.",Cheap.  Get somethign better for $10 more.,2.0 out of 5 stars,Verified Purchase
One person found this helpful,Jeff Earl,"Reviewed in the United States on July 20, 2018",Using this on my new 70-300 Tamron lens. A must have to protect the good glass.Perfect transparency and good durability so far. Good thread. No issues.,A must have!  Protect your glass.,5.0 out of 5 stars,Verified Purchase
14 people found this helpful,Jane C.,"Reviewed in the United States on January 15, 2013","I have bought several of these for all my lenses! One of my lens I had dropped over a year ago but I dropped it with the camera attached so the lens actually got damaged from all the force and weight. However, I dropped another pair of lens on New Year's Eve (camera not attached) and the filter cracked. I was so scared that the lens got damaged as well but turns out, only the filter was damaged and the lens were fine! What a relief and I am so grateful I put down a few bucks for this filter. Had I not, I would have been spending probably two hundred dollars on a new set of lens. THANK YOU TIFFEN 58MM UV PROTECTION FILTER FOR SAVING MY LENS! They are super easy to attach too! I love it!",Saved my lens on NYE in Times Square!,5.0 out of 5 stars,Verified Purchase
One person found this helpful,S. W.,"Reviewed in the United States on November 20, 2018","By the time I finally got around to trying out this uv filter, the return policy had ended. As soon as I took out the filter from the case, the glass was rattling inside the metal frame. I tried it on just in case tightening it to the camera lens would somehow fix the rattle but it was unusable. I called Tiffen and waited about 15 mins on hold only to be then sent to voicemail. I left a message and haven't heard back.",Disappointed with this well-known brand,1.0 out of 5 stars,Verified Purchase
One person found this helpful,"Tony Marino, MBA","Reviewed in the United States on March 19, 2021",Tiffen products have always given me confidence to know that where and how I shoot will be captured as intended. This filter is no exception! Thank you again Tiffen! :-),"Perhaps, not the best, but best in its value class!",5.0 out of 5 stars,Verified Purchase
